GCar,GTm,Date,Team,Away Flag,Opponent,Result,Innings,Plate Appearances,At Bats,Hits,Runs,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,RE24,DFS(DK),DFS(FD),POS
146,1,Apr 3,TEX,,CLE,"L,5-8",CG,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.500,.500,.750,1.250,3,.56,0.010,0.08,10.00,12.20,RF
147,2,Apr 4,TEX,,CLE,"L,3-4",CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.500,.500,.750,1.250,3,1.34,0.041,0.08,10.00,12.20,RF
148,3,Apr 5,TEX,,CLE,"L,6-9",CG,4,4,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,.583,.583,1.000,1.583,3,.95,0.225,2.22,24.00,31.70,LF RF
149,4,Apr 7,TEX,,OAK,"W,10-5",CG,5,5,2,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,.588,.588,1.059,1.647,3,.57,0.126,4.13,32.00,45.40,RF
150,5,Apr 8,TEX,,OAK,"L,1-6",CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.476,.476,.857,1.333,3,.58,-0.060,-0.58,0.00,0.00,RF
151,6,Apr 9,TEX,,OAK,"W,8-1",CG,5,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,.417,.462,.750,1.212,3,.28,-0.023,-0.14,6.00,9.20,RF
152,7,Apr 11,TEX,@,LAA,"L,5-6",CG(10),5,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.414,.452,.690,1.141,3,.46,-0.001,-0.00,8.00,9.20,RF
