byeWk,draftCnt,frmt,name,ovrlAdp,playerId,pos,rdAdp,rdCnt,team,tmCnt,year
8,758,ppr,David Johnson,1.3,2297,RB,1.01,15,ARI,14,2010
9,975,ppr,LeVeon Bell,2.3,1983,RB,1.02,15,PIT,14,2010
9,680,ppr,Antonio Brown,3.7,1886,WR,1.04,15,PIT,14,2010
6,683,ppr,LeSean McCoy,5.9,1645,RB,1.06,15,BUF,14,2010
11,608,ppr,Mike Evans,6.4,2111,WR,1.06,15,TB,14,2010
8,603,ppr,Odell Beckham Jr,6.4,2113,WR,1.06,15,NYG,14,2010
5,810,ppr,Julio Jones,6.5,1796,WR,1.07,15,ATL,14,2010
5,723,ppr,Devonta Freeman,8.3,2144,RB,1.08,15,ATL,14,2010
6,696,ppr,A.J. Green,8.9,1795,WR,1.09,15,CIN,14,2010
9,722,ppr,Melvin Gordon,9.0,2282,RB,1.09,15,LAC,14,2010
8,858,ppr,Jordy Nelson,10.6,1350,WR,1.11,15,GB,14,2010
5,673,ppr,Michael Thomas,12.5,2357,WR,1.13,15,NO,14,2010
11,739,ppr,Jay Ajayi,13.3,2284,RB,1.13,15,MIA,14,2010
8,622,ppr,DeMarco Murray,13.7,1819,RB,1.14,15,TEN,14,2010
6,575,ppr,Ezekiel Elliott,14.8,2343,RB,2.01,15,DAL,14,2010
9,673,ppr,Jordan Howard,14.9,2384,RB,2.01,15,CHI,14,2010
6,662,ppr,Dez Bryant,16.8,1727,WR,2.03,15,DAL,14,2010
8,742,ppr,Todd Gurley,18.4,2280,RB,2.04,15,LAR,14,2010
10,824,ppr,Amari Cooper,18.9,2277,WR,2.05,15,OAK,14,2010
9,788,ppr,Rob Gronkowski,19.3,1740,TE,2.05,15,NE,14,2010
9,760,ppr,Brandin Cooks,20.9,2114,WR,2.07,15,NE,14,2010
11,804,ppr,Christian McCaffrey,21.0,2434,RB,2.07,15,CAR,14,2010
6,718,ppr,Doug Baldwin,21.1,1927,WR,2.07,15,SEA,14,2010
8,707,ppr,Aaron Rodgers,21.5,1004,QB,2.08,15,GB,14,2010
9,724,ppr,Dalvin Cook,24.8,2432,RB,2.11,15,MIN,14,2010
11,609,ppr,T.Y. Hilton,25.0,1935,WR,2.11,15,IND,14,2010
8,661,ppr,Leonard Fournette,26.0,2433,RB,2.12,15,JAC,14,2010
9,763,ppr,Keenan Allen,28.1,1992,WR,2.14,15,LAC,14,2010
5,585,ppr,Terrelle Pryor,28.1,1868,WR,2.14,15,WAS,14,2010
9,750,ppr,Isaiah Crowell,29.6,2219,RB,3.02,15,CLE,14,2010
7,688,ppr,DeAndre Hopkins,29.6,1975,WR,3.02,15,HOU,14,2010
9,649,ppr,Tom Brady,30.0,119,QB,3.02,15,NE,14,2010
5,784,ppr,Demaryius Thomas,32.0,1735,WR,3.04,15,DEN,14,2010
7,693,ppr,Lamar Miller,32.1,1908,RB,3.04,15,HOU,14,2010
10,869,ppr,Marshawn Lynch,33.1,740,RB,3.05,15,OAK,14,2010
8,715,ppr,Ty Montgomery,35.7,2317,RB,3.08,15,GB,14,2010
10,530,ppr,Travis Kelce,36.2,1989,TE,3.08,15,KC,14,2010
10,647,ppr,Alshon Jeffery,36.3,1918,WR,3.08,15,PHI,14,2010
10,656,ppr,Tyreek Hill,38.9,2390,WR,3.11,15,KC,14,2010
11,761,ppr,Carlos Hyde,38.9,2129,RB,3.11,15,SF,14,2010
6,691,ppr,Joe Mixon,39.7,2438,RB,3.12,15,CIN,14,2010
10,606,ppr,Michael Crabtree,40.4,1646,WR,3.12,15,OAK,14,2010
