averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
3.94,922,11192,150,1,"Bell, Le'Veon",RB,,PIT,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
4.79,926,8658,68,1,"Peterson, Adrian",RB,,MIN,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
5.81,928,11201,105,1,"Lacy, Eddie",RB,,GBP,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
6.08,931,9988,20,1,"Brown, Antonio",WR,,PIT,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
6.63,923,9054,103,1,"Charles, Jamaal",RB,,KCC,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
7.47,893,10695,172,1,"Luck, Andrew",QB,,IND,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
10.01,930,9823,113,1,"Bryant, Dez",WR,,DAL,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
10.67,897,7836,130,1,"Rodgers, Aaron",QB,,GBP,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
10.93,929,8670,268,1,"Lynch, Marshawn",RB,,SEA,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
11.46,930,10271,33,1,"Jones, Julio",WR,,ATL,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
12.13,931,11679,21,1,"Beckham, Odell",WR,,NYG,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
12.75,928,9884,60,1,"Thomas, Demaryius",WR,,DEN,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
13.45,928,9902,36,1,"Gronkowski, Rob",TE,,NEP,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
15.73,930,11454,156,1,"Anderson, C.J.",RB,,DEN,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
16.45,928,9122,140,2,"Forte, Matt",RB,,CHI,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
16.49,931,8657,91,1,"Johnson, Calvin",WR,,DET,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
17.07,929,10302,82,2,"Murray, DeMarco",RB,,PHI,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
19.96,928,10261,36,4,"Green, A.J.",WR,,CIN,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
20.39,927,10308,85,4,"Cobb, Randall",WR,,GBP,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
21.09,927,11654,186,2,"Hill, Jeremy",RB,,CIN,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
22.86,931,9448,112,1,"McCoy, LeSean",RB,,BUF,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
24.81,931,10729,81,3,"Hilton, T.Y.",WR,,IND,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
28.61,929,10722,127,8,"Jeffery, Alshon",WR,,CHI,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
29.02,931,9278,246,5,"Forsett, Justin",RB,,BAL,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
29.51,930,9925,155,1,"Graham, Jimmy",TE,,SEA,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
30.52,930,11674,172,10,"Cooks, Brandin",WR,,NOS,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
31.52,930,11671,162,4,"Evans, Mike",WR,,TBB,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
33.23,895,3291,450,1,"Manning, Peyton",QB,,DEN,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
33.76,931,10708,139,5,"Miller, Lamar",RB,,MIA,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
34.83,928,9918,93,5,"Sanders, Emmanuel",WR,,DEN,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
35.59,102,10272,100,1,"Watt, J.J.",DE,,HOU,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
35.79,930,11232,258,4,"Hopkins, DeAndre",WR,,HOU,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
36.79,930,11676,155,8,"Matthews, Jordan",WR,,PHI,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
37.55,897,10703,177,1,"Wilson, Russell",QB,,SEA,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
39.20,929,7877,291,6,"Gore, Frank",RB,,IND,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
39.50,930,10276,195,10,"Ingram, Mark",RB,,NOS,10,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=10&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
