byeWk,draftCnt,frmt,name,ovrlAdp,playerId,pos,rdAdp,rdCnt,team,tmCnt,year
9,6,ppr,LeVeon Bell,1.8,1983,RB,1.02,15,PIT,12,2011
5,7,ppr,Julio Jones,3.1,1796,WR,1.03,15,ATL,12,2011
11,5,ppr,Mike Evans,5.6,2111,WR,1.06,15,TB,12,2011
6,5,ppr,Ezekiel Elliott,8.2,2343,RB,1.08,15,DAL,12,2011
10,10,ppr,Kareem Hunt,16.3,2450,RB,2.04,15,KC,12,2011
10,5,ppr,Amari Cooper,20.2,2277,WR,2.08,15,OAK,12,2011
8,8,ppr,Ty Montgomery,30.4,2317,RB,3.06,15,GB,12,2011
10,11,ppr,Tyreek Hill,37.9,2390,WR,4.02,15,KC,12,2011
8,6,ppr,Larry Fitzgerald,48.3,374,WR,4.12,15,ARI,12,2011
9,8,ppr,Stefon Diggs,49.3,2316,WR,5.01,15,MIN,12,2011
5,5,ppr,Matt Ryan,56.8,1342,QB,5.09,15,ATL,12,2011
9,11,ppr,Mike Gillislee,61.7,2017,RB,6.02,15,NE,12,2011
8,5,ppr,Davante Adams,62.4,2125,WR,6.02,15,GB,12,2011
10,7,ppr,Derek Carr,73.4,2118,QB,7.01,15,OAK,12,2011
10,7,ppr,Terrance West,81.6,2139,RB,7.10,15,BAL,12,2011
8,6,ppr,Randall Cobb,84.0,1806,WR,7.12,15,GB,12,2011
11,5,ppr,Jonathan Stewart,104.4,1344,RB,9.08,15,CAR,12,2011
7,6,ppr,Eric Ebron,119.2,2112,TE,10.11,15,DET,12,2011
5,6,ppr,Alvin Kamara,136.7,2439,RB,12.05,15,NO,12,2011
5,5,ppr,Austin Hooper,138.0,2361,TE,12.06,15,ATL,12,2011
