averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
1.21,43,12150,3,1,"Gurley, Todd",RB,,LAR,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
2.47,43,12625,6,2,"Elliott, Ezekiel",RB,,DAL,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
2.98,43,11192,8,1,"Bell, Le'Veon",RB,,PIT,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
4.86,43,12171,9,2,"Johnson, David",RB,,ARI,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
5.56,43,11232,18,2,"Hopkins, DeAndre",WR,,HOU,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
6.81,43,13604,19,3,"Barkley, Saquon",RB,R,NYG,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
7.58,43,11679,16,1,"Beckham, Odell",WR,,NYG,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
7.60,43,9988,11,2,"Brown, Antonio",WR,,PIT,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
8.84,43,13132,12,5,"Kamara, Alvin",RB,,NOS,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
10.98,43,13129,26,6,"Fournette, Leonard",RB,,JAC,14,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
