averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
1.38,16,12150,2,1,"Gurley, Todd",RB,,LAR,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
2.50,16,11192,4,1,"Bell, Le'Veon",RB,,PIT,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
2.56,16,12625,5,2,"Elliott, Ezekiel",RB,,DAL,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
5.69,16,11232,17,4,"Hopkins, DeAndre",WR,,HOU,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
5.75,16,12171,8,4,"Johnson, David",RB,,ARI,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
6.12,16,13604,13,5,"Barkley, Saquon",RB,R,NYG,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
7.50,16,11679,14,6,"Beckham, Odell",WR,,NYG,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
7.56,16,9988,9,1,"Brown, Antonio",WR,,PIT,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
8.69,16,13132,11,5,"Kamara, Alvin",RB,,NOS,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
10.12,16,13129,14,9,"Fournette, Leonard",RB,,JAC,14,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
