byeWk,draftCnt,frmt,name,ovrlAdp,playerId,pos,rdAdp,rdCnt,team,tmCnt,year
8,475,ppr,David Johnson,1.4,2297,RB,1.01,15,ARI,8,2015
9,542,ppr,LeVeon Bell,2.3,1983,RB,1.02,15,PIT,8,2015
9,323,ppr,Antonio Brown,3.7,1886,WR,1.04,15,PIT,8,2015
6,353,ppr,LeSean McCoy,6.0,1645,RB,1.06,15,BUF,8,2015
11,285,ppr,Mike Evans,6.3,2111,WR,1.06,15,TB,8,2015
8,290,ppr,Odell Beckham Jr,6.5,2113,WR,1.07,15,NYG,8,2015
5,416,ppr,Julio Jones,6.8,1796,WR,1.07,15,ATL,8,2015
5,419,ppr,Devonta Freeman,7.6,2144,RB,1.08,15,ATL,8,2015
6,333,ppr,A.J. Green,8.9,1795,WR,2.01,15,CIN,8,2015
9,353,ppr,Melvin Gordon,9.2,2282,RB,2.01,15,LAC,8,2015
8,425,ppr,Jordy Nelson,10.4,1350,WR,2.02,15,GB,8,2015
5,258,ppr,Michael Thomas,13.1,2357,WR,2.05,15,NO,8,2015
11,437,ppr,Jay Ajayi,13.4,2284,RB,2.05,15,MIA,8,2015
8,386,ppr,DeMarco Murray,13.5,1819,RB,2.05,15,TEN,8,2015
6,548,ppr,Ezekiel Elliott,14.9,2343,RB,2.07,15,DAL,8,2015
9,343,ppr,Jordan Howard,15.1,2384,RB,2.07,15,CHI,8,2015
6,388,ppr,Dez Bryant,16.9,1727,WR,3.01,15,DAL,8,2015
9,486,ppr,Rob Gronkowski,17.6,1740,TE,3.02,15,NE,8,2015
10,447,ppr,Amari Cooper,18.8,2277,WR,3.03,15,OAK,8,2015
8,319,ppr,Todd Gurley,19.3,2280,RB,3.03,15,LAR,8,2015
6,431,ppr,Doug Baldwin,20.3,1927,WR,3.04,15,SEA,8,2015
9,411,ppr,Brandin Cooks,20.9,2114,WR,3.05,15,NE,8,2015
8,459,ppr,Aaron Rodgers,21.2,1004,QB,3.05,15,GB,8,2015
11,381,ppr,Christian McCaffrey,21.6,2434,RB,3.06,15,CAR,8,2015
11,323,ppr,T.Y. Hilton,25.0,1935,WR,4.01,15,IND,8,2015
