averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
3.25,88,11192,20,1,"Bell, Le'Veon",RB,,PIT,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
4.67,88,12171,126,1,"Johnson, David",RB,,ARI,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
7.97,87,9988,204,1,"Brown, Antonio",WR,,PIT,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
9.08,88,10271,56,2,"Jones, Julio",WR,,ATL,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
9.98,85,11679,38,3,"Beckham, Odell",WR,,NYG,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
10.01,87,11660,52,3,"Freeman, Devonta",RB,,ATL,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
10.18,87,9448,44,3,"McCoy, LeSean",RB,,BUF,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
10.64,81,7836,50,1,"Rodgers, Aaron",QB,,GBP,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
10.80,5,0673,21,2,"Packers, Green Bay",TMQB,,GBP,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
13.22,85,12151,52,3,"Gordon, Melvin",RB,,LAC,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
14.38,87,11671,138,2,"Evans, Mike",WR,,TBB,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
15.80,5,0654,38,3,"Patriots, New England",TMQB,,NEP,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
16.50,86,9118,59,2,"Nelson, Jordy",WR,,GBP,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
16.87,82,5848,112,1,"Brady, Tom",QB,,NEP,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
17.80,5,0679,39,4,"Saints, New Orleans",TMQB,,NOS,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
18.09,88,10261,137,6,"Green, A.J.",WR,,CIN,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
18.27,88,10302,55,4,"Murray, DeMarco",RB,,TEN,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
18.27,85,12625,140,1,"Elliott, Ezekiel",RB,,DAL,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
18.89,87,12154,139,2,"Ajayi, Jay",RB,,PHI,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
21.11,89,12150,59,1,"Gurley, Todd",RB,,LAR,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
21.13,86,12634,218,3,"Howard, Jordan",RB,,CHI,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
23.47,87,12652,109,9,"Thomas, Michael",WR,,NOS,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
23.55,89,9902,87,1,"Gronkowski, Rob",TE,,NEP,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
24.33,88,9823,59,9,"Bryant, Dez",WR,,DAL,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
25.00,5,0676,53,6,"Falcons, Atlanta",TMQB,,ATL,14,0,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=14&IS_PPR=0,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
