plyrId,avgPick,draftCnt,totDrafts,pprFlg,year
9988,2.42,722,718,0,2016
12150,4.36,705,718,0,2016
11679,4.63,724,718,0,2016
10271,6.71,722,718,0,2016
12171,6.90,704,718,0,2016
12625,8.28,723,718,0,2016
8658,8.39,704,718,0,2016
11232,11.54,722,718,0,2016
10261,12.46,706,718,0,2016
11192,12.81,723,718,0,2016
9902,12.87,707,718,0,2016
10273,14.07,683,718,0,2016
10708,14.20,723,718,0,2016
11678,16.60,705,718,0,2016
11660,16.92,723,718,0,2016
7836,17.77,692,718,0,2016
9823,18.20,723,718,0,2016
11201,21.52,705,718,0,2016
9118,22.05,723,718,0,2016
9054,23.87,706,718,0,2016
11671,25.28,707,718,0,2016
8360,25.93,705,718,0,2016
10276,25.93,707,718,0,2016
10709,26.47,706,718,0,2016
9448,26.87,707,718,0,2016
12175,27.00,721,718,0,2016
11222,28.70,704,718,0,2016
10722,31.32,706,718,0,2016
10695,32.34,682,718,0,2016
11674,32.84,706,718,0,2016
10703,33.12,693,718,0,2016
10729,33.29,707,718,0,2016
11454,34.48,706,718,0,2016
11670,34.66,705,718,0,2016
12169,36.80,722,718,0,2016
9884,39.75,706,718,0,2016
11390,40.97,723,718,0,2016
10308,42.46,721,718,0,2016
11657,43.48,705,718,0,2016
11248,43.65,705,718,0,2016
4925,44.37,684,718,0,2016
10302,45.24,706,718,0,2016
9122,45.81,702,718,0,2016
11673,46.85,705,718,0,2016
11680,47.06,720,718,0,2016
11654,47.59,705,718,0,2016
7401,48.77,693,718,0,2016
8687,51.01,702,718,0,2016
9662,51.62,721,718,0,2016
10527,52.57,721,718,0,2016
12156,55.59,697,718,0,2016
9436,56.69,712,718,0,2016
9101,57.14,702,718,0,2016
5848,57.91,693,718,0,2016
11677,58.17,702,718,0,2016
9831,58.83,718,718,0,2016
12151,61.56,701,718,0,2016
9881,61.98,697,718,0,2016
10721,62.30,715,718,0,2016
10272,63.00,46,718,0,2016
9851,66.01,696,718,0,2016
6929,66.70,679,718,0,2016
11244,66.73,710,718,0,2016
7393,70.55,700,718,0,2016
9690,73.40,690,718,0,2016
11642,73.64,680,718,0,2016
12162,74.07,694,718,0,2016
10773,74.35,46,718,0,2016
11925,78.31,697,718,0,2016
11676,78.57,692,718,0,2016
12157,78.63,688,718,0,2016
8416,79.46,679,718,0,2016
7391,81.01,685,718,0,2016
10960,81.17,693,718,0,2016
9918,81.26,693,718,0,2016
11193,81.37,697,718,0,2016
7877,81.91,692,718,0,2016
12187,83.89,692,718,0,2016
10743,84.64,682,718,0,2016
8268,84.96,710,718,0,2016
12155,85.02,687,718,0,2016
9075,85.76,690,718,0,2016
11783,86.13,690,718,0,2016
11721,87.42,45,718,0,2016
12626,88.92,694,718,0,2016
10738,89.81,695,718,0,2016
9680,90.06,698,718,0,2016
10768,91.44,45,718,0,2016
7394,92.94,678,718,0,2016
9693,92.97,679,718,0,2016
0511,93.72,627,718,0,2016
11644,93.76,676,718,0,2016
9840,93.84,45,718,0,2016
12153,94.85,678,718,0,2016
9427,95.12,704,718,0,2016
11250,95.27,660,718,0,2016
12176,96.46,680,718,0,2016
10077,97.03,687,718,0,2016
9189,98.86,658,718,0,2016
0515,98.99,642,718,0,2016
9966,99.27,41,718,0,2016
12658,99.99,695,718,0,2016
10372,100.74,645,718,0,2016
8359,102.11,661,718,0,2016
12140,103.72,671,718,0,2016
12177,104.23,667,718,0,2016
9898,104.47,701,718,0,2016
0519,104.53,623,718,0,2016
10700,105.95,670,718,0,2016
0527,107.31,623,718,0,2016
10389,107.31,380,718,0,2016
12154,109.03,667,718,0,2016
11247,109.21,613,718,0,2016
12186,110.70,657,718,0,2016
9278,112.13,628,718,0,2016
7236,113.45,633,718,0,2016
9925,114.05,651,718,0,2016
9431,114.82,676,718,0,2016
11267,116.10,39,718,0,2016
11313,116.27,41,718,0,2016
11668,116.70,643,718,0,2016
11213,116.84,654,718,0,2016
11951,116.86,635,718,0,2016
11813,117.21,42,718,0,2016
11293,117.88,43,718,0,2016
11757,118.61,41,718,0,2016
10313,120.32,660,718,0,2016
10413,120.54,654,718,0,2016
0532,121.26,637,718,0,2016
0512,122.47,638,718,0,2016
10267,122.77,39,718,0,2016
11199,123.11,566,718,0,2016
11656,123.25,640,718,0,2016
12205,123.84,610,718,0,2016
12261,123.98,51,718,0,2016
12141,124.94,647,718,0,2016
12646,125.08,611,718,0,2016
11728,125.70,43,718,0,2016
11349,125.84,43,718,0,2016
9044,126.23,618,718,0,2016
9319,129.12,660,718,0,2016
9099,129.20,645,718,0,2016
11229,129.66,624,718,0,2016
10737,129.98,603,718,0,2016
7873,130.38,598,718,0,2016
12152,130.76,605,718,0,2016
9825,131.60,40,718,0,2016
11179,131.75,592,718,0,2016
10742,131.99,569,718,0,2016
10775,132.10,41,718,0,2016
10289,132.88,582,718,0,2016
12652,133.11,551,718,0,2016
8275,135.68,38,718,0,2016
0524,136.52,606,718,0,2016
10269,136.78,36,718,0,2016
9474,137.13,521,718,0,2016
9694,137.42,644,718,0,2016
10744,137.44,268,718,0,2016
6997,138.82,570,718,0,2016
12645,139.63,455,718,0,2016
11188,140.46,550,718,0,2016
10976,140.86,642,718,0,2016
8669,141.00,36,718,0,2016
12629,141.66,547,718,0,2016
11747,142.10,483,718,0,2016
0504,143.70,588,718,0,2016
10369,143.81,544,718,0,2016
8742,144.71,645,718,0,2016
0506,144.95,583,718,0,2016
12647,145.00,455,718,0,2016
0528,145.09,596,718,0,2016
10697,146.50,507,718,0,2016
12857,146.64,494,718,0,2016
10651,146.75,481,718,0,2016
12620,147.04,453,718,0,2016
8062,147.51,511,718,0,2016
10723,147.98,493,718,0,2016
10870,148.00,499,718,0,2016
11695,148.21,484,718,0,2016
0523,148.26,527,718,0,2016
10973,148.46,56,718,0,2016
10506,148.96,646,718,0,2016
9866,149.17,41,718,0,2016
0526,149.32,44,718,0,2016
10702,149.85,414,718,0,2016
7942,150.39,517,718,0,2016
4974,150.41,482,718,0,2016
11746,150.70,305,718,0,2016
11960,150.81,632,718,0,2016
12657,150.86,420,718,0,2016
12632,151.68,319,718,0,2016
10783,151.72,39,718,0,2016
12180,151.89,333,718,0,2016
7260,152.23,274,718,0,2016
9987,152.45,482,718,0,2016
12669,153.04,73,718,0,2016
12631,153.08,202,718,0,2016
12250,153.47,36,718,0,2016
8843,153.64,39,718,0,2016
9611,153.69,459,718,0,2016
12650,154.25,395,718,0,2016
11675,154.29,177,718,0,2016
0510,155.51,480,718,0,2016
10983,156.31,356,718,0,2016
12648,156.41,229,718,0,2016
12178,156.61,341,718,0,2016
11761,156.70,394,718,0,2016
12627,156.75,294,718,0,2016
12634,158.13,238,718,0,2016
7813,158.92,266,718,0,2016
10903,158.98,354,718,0,2016
11640,159.51,133,718,0,2016
2842,159.54,586,718,0,2016
12188,159.64,331,718,0,2016
9064,160.72,327,718,0,2016
0505,160.99,478,718,0,2016
11947,161.09,570,718,0,2016
11936,161.43,571,718,0,2016
12731,161.63,103,718,0,2016
12264,162.17,52,718,0,2016
12098,162.28,234,718,0,2016
12160,162.51,94,718,0,2016
8673,162.62,338,718,0,2016
11688,162.77,39,718,0,2016
9525,163.53,303,718,0,2016
10080,163.74,278,718,0,2016
12676,163.76,76,718,0,2016
10872,164.95,538,718,0,2016
12197,165.00,148,718,0,2016
0513,165.27,411,718,0,2016
11740,165.68,37,718,0,2016
8252,166.54,229,718,0,2016
10312,166.75,292,718,0,2016
9078,167.29,323,718,0,2016
0518,167.42,383,718,0,2016
12159,167.59,184,718,0,2016
9087,167.67,147,718,0,2016
11785,167.87,150,718,0,2016
10409,168.30,346,718,0,2016
12211,168.42,173,718,0,2016
10696,169.19,297,718,0,2016
0501,169.45,339,718,0,2016
11227,169.68,177,718,0,2016
11697,170.41,295,718,0,2016
10500,170.52,187,718,0,2016
12677,170.57,58,718,0,2016
9250,170.89,287,718,0,2016
5666,171.27,397,718,0,2016
12887,171.39,108,718,0,2016
12610,171.41,101,718,0,2016
11211,171.95,171,718,0,2016
0516,172.37,123,718,0,2016
10303,172.38,229,718,0,2016
10432,172.77,161,718,0,2016
11945,173.54,402,718,0,2016
12721,173.59,345,718,0,2016
0517,174.40,250,718,0,2016
8144,175.02,145,718,0,2016
9817,175.11,157,718,0,2016
12181,175.52,114,718,0,2016
12210,175.73,257,718,0,2016
0509,176.57,283,718,0,2016
12611,176.82,98,718,0,2016
10352,177.10,172,718,0,2016
8930,177.21,303,718,0,2016
9308,177.66,99,718,0,2016
12628,177.96,47,718,0,2016
0503,177.98,206,718,0,2016
12381,178.35,74,718,0,2016
7150,178.56,266,718,0,2016
0522,178.69,91,718,0,2016
11076,179.57,83,718,0,2016
6982,180.03,203,718,0,2016
11834,180.29,68,718,0,2016
12532,181.04,113,718,0,2016
12630,181.05,60,718,0,2016
0531,182.40,191,718,0,2016
8153,182.63,191,718,0,2016
10487,182.89,38,718,0,2016
6789,182.90,228,718,0,2016
10720,184.95,66,718,0,2016
12655,184.95,42,718,0,2016
9196,185.37,152,718,0,2016
7859,185.41,199,718,0,2016
0521,185.89,74,718,0,2016
11257,185.97,131,718,0,2016
0520,186.09,158,718,0,2016
12636,186.09,87,718,0,2016
11432,187.05,57,718,0,2016
8243,187.07,57,718,0,2016
12161,187.10,123,718,0,2016
10812,187.22,65,718,0,2016
0502,187.34,154,718,0,2016
12651,187.84,77,718,0,2016
11387,188.34,93,718,0,2016
9822,189.02,131,718,0,2016
11186,189.25,120,718,0,2016
12612,189.62,68,718,0,2016
9299,189.89,153,718,0,2016
8851,190.05,116,718,0,2016
12417,190.14,128,718,0,2016
9467,190.42,77,718,0,2016
11682,190.44,41,718,0,2016
10868,192.17,52,718,0,2016
11689,192.37,59,718,0,2016
9307,192.87,100,718,0,2016
0530,192.88,48,718,0,2016
12437,193.18,51,718,0,2016
0525,193.48,102,718,0,2016
12184,194.07,43,718,0,2016
11760,195.04,93,718,0,2016
12640,195.85,60,718,0,2016
3494,196.47,73,718,0,2016
10714,196.71,51,718,0,2016
11180,197.23,43,718,0,2016
10689,200.05,91,718,0,2016
12179,200.56,41,718,0,2016
11177,202.74,43,718,0,2016
11175,205.13,54,718,0,2016
9843,205.80,56,718,0,2016
12643,205.91,46,718,0,2016
12635,207.69,45,718,0,2016
11228,208.07,56,718,0,2016
10262,212.08,51,718,0,2016
12110,212.11,47,718,0,2016
7422,213.17,36,718,0,2016
12639,213.25,52,718,0,2016
10297,215.89,37,718,0,2016
12678,218.59,37,718,0,2016
