averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
3.78,732,8658,110,1,"Peterson, Adrian",RB,,MIN,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
4.33,729,11192,113,1,"Bell, Le'Veon",RB,,PIT,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
4.77,732,11201,114,1,"Lacy, Eddie",RB,,GBP,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
5.80,730,9054,112,1,"Charles, Jamaal",RB,,KCC,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
7.14,712,10695,124,1,"Luck, Andrew",QB,,IND,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
8.22,731,8670,134,1,"Lynch, Marshawn",RB,,SEA,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
8.51,733,9988,117,1,"Brown, Antonio",WR,,PIT,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
9.82,710,7836,138,1,"Rodgers, Aaron",QB,,GBP,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
11.29,733,9823,176,1,"Bryant, Dez",WR,,DAL,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
13.48,732,11454,117,2,"Anderson, C.J.",RB,,DEN,12,0,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
