plyrId,avgPick,draftCnt,totDrafts,pprFlg,year,firstNm,lastNm,pos,tm,adpRank
9988,1.6,3381,3373,1,2016,Antonio,Brown,WR,PIT,1.0
11679,3.07,3382,3373,1,2016,Odell,Beckham,WR,NYG,2.0
10271,4.0,3379,3373,1,2016,Julio,Jones,WR,ATL,3.0
12150,5.93,3324,3373,1,2016,Todd,Gurley,RB,RAM,4.0
11232,7.72,3380,3373,1,2016,DeAndre,Hopkins,WR,HOU,5.0
12171,8.48,3325,3373,1,2016,David,Johnson,RB,ARI,6.0
12625,9.25,3383,3373,1,2016,Ezekiel,Elliott,RB,DAL,7.0
10261,9.28,3333,3373,1,2016,A.J.,Green,WR,CIN,8.0
11192,12.26,3386,3373,1,2016,Le'Veon,Bell,RB,PIT,9.0
11678,12.47,3320,3373,1,2016,Allen,Robinson,WR,JAC,10.0
9902,12.53,3333,3373,1,2016,Rob,Gronkowski,TE,NEP,11.0
9823,14.48,3386,3373,1,2016,Dez,Bryant,WR,DAL,12.0
8658,14.69,3331,3373,1,2016,Adrian,Peterson,RB,MIN,13.0
10708,15.23,3383,3373,1,2016,Lamar,Miller,RB,HOU,14.0
11222,19.11,3325,3373,1,2016,Keenan,Allen,WR,SDC,15.0
11671,19.28,3330,3373,1,2016,Mike,Evans,WR,TBB,16.0
11660,19.3,3384,3373,1,2016,Devonta,Freeman,RB,ATL,17.0
12175,21.15,3381,3373,1,2016,Amari,Cooper,WR,OAK,18.0
9118,22.34,3380,3373,1,2016,Jordy,Nelson,WR,GBP,19.0
10273,23.07,3292,3373,1,2016,Cam,Newton,QB,CAR,20.0
8360,23.92,3334,3373,1,2016,Brandon,Marshall,WR,NYJ,21.0
10722,24.29,3334,3373,1,2016,Alshon,Jeffery,WR,CHI,22.0
11674,25.46,3331,3373,1,2016,Brandin,Cooks,WR,NOS,23.0
9054,28.36,3327,3373,1,2016,Jamaal,Charles,RB,KCC,24.0
10729,28.55,3336,3373,1,2016,T.Y.,Hilton,WR,IND,25.0
7836,29.06,3340,3373,1,2016,Aaron,Rodgers,QB,GBP,26.0
11201,29.06,3334,3373,1,2016,Eddie,Lacy,RB,GBP,27.0
10276,29.32,3336,3373,1,2016,Mark,Ingram,RB,NOS,28.0
11670,29.95,3330,3373,1,2016,Sammy,Watkins,WR,BUF,29.0
9884,32.12,3335,3373,1,2016,Demaryius,Thomas,WR,DEN,30.0
11680,32.91,3387,3373,1,2016,Jarvis,Landry,WR,MIA,31.0
10709,33.05,3330,3373,1,2016,Doug,Martin,RB,TBB,32.0
9448,33.2,3337,3373,1,2016,LeSean,McCoy,RB,BUF,33.0
10308,36.67,3387,3373,1,2016,Randall,Cobb,WR,GBP,34.0
11248,38.45,3335,3373,1,2016,Jordan,Reed,TE,WAS,35.0
10695,40.67,3293,3373,1,2016,Andrew,Luck,QB,IND,36.0
11454,40.95,3334,3373,1,2016,C.J.,Anderson,RB,DEN,37.0
11673,41.69,3331,3373,1,2016,Kelvin,Benjamin,WR,CAR,38.0
10703,42.32,3342,3373,1,2016,Russell,Wilson,QB,SEA,39.0
9662,44.2,3388,3373,1,2016,Julian,Edelman,WR,NEP,40.0
12169,44.92,3386,3373,1,2016,Thomas,Rawls,RB,SEA,41.0
11657,46.07,3336,3373,1,2016,Carlos,Hyde,RB,SFO,42.0
11677,46.6,3337,3373,1,2016,Donte,Moncrief,WR,IND,43.0
9831,47.35,3388,3373,1,2016,Golden,Tate,WR,DET,44.0
9436,47.94,3382,3373,1,2016,Jeremy,Maclin,WR,KCC,45.0
11390,48.64,3391,3373,1,2016,Latavius,Murray,RB,OAK,46.0
8687,49.7,3333,3373,1,2016,Greg,Olsen,TE,CAR,47.0
10527,50.76,3385,3373,1,2016,Doug,Baldwin,WR,SEA,48.0
9122,50.99,3333,3373,1,2016,Matt,Forte,RB,NYJ,49.0
