byeWk,draftCnt,frmt,name,ovrlAdp,playerId,pos,rdAdp,rdCnt,team,tmCnt,year
8,4650,ppr,David Johnson,1.4,2297,RB,1.01,15,ARI,10,2007
9,5511,ppr,LeVeon Bell,2.3,1983,RB,1.02,15,PIT,10,2007
9,4271,ppr,Antonio Brown,3.5,1886,WR,1.04,15,PIT,10,2007
5,4360,ppr,Julio Jones,5.8,1796,WR,1.06,15,ATL,10,2007
11,4031,ppr,Mike Evans,6.4,2111,WR,1.06,15,TB,10,2007
8,3642,ppr,Odell Beckham Jr,6.4,2113,WR,1.06,15,NYG,10,2007
6,3833,ppr,LeSean McCoy,6.5,1645,RB,1.06,15,BUF,10,2007
5,4320,ppr,Devonta Freeman,8.4,2144,RB,1.08,15,ATL,10,2007
6,4629,ppr,A.J. Green,9.0,1795,WR,1.09,15,CIN,10,2007
9,4379,ppr,Melvin Gordon,9.3,2282,RB,1.09,15,LAC,10,2007
8,5064,ppr,Jordy Nelson,10.6,1350,WR,2.01,15,GB,10,2007
5,3911,ppr,Michael Thomas,12.7,2357,WR,2.03,15,NO,10,2007
11,4730,ppr,Jay Ajayi,13.6,2284,RB,2.04,15,MIA,10,2007
8,4301,ppr,DeMarco Murray,14.0,1819,RB,2.04,15,TEN,10,2007
6,4923,ppr,Ezekiel Elliott,14.8,2343,RB,2.05,15,DAL,10,2007
9,3835,ppr,Jordan Howard,15.5,2384,RB,2.06,15,CHI,10,2007
6,4060,ppr,Dez Bryant,17.2,1727,WR,2.07,15,DAL,10,2007
8,4053,ppr,Todd Gurley,18.6,2280,RB,2.09,15,LAR,10,2007
9,4411,ppr,Rob Gronkowski,19.2,1740,TE,2.09,15,NE,10,2007
10,4530,ppr,Amari Cooper,19.3,2277,WR,2.09,15,OAK,10,2007
9,4397,ppr,Brandin Cooks,20.8,2114,WR,3.01,15,NE,10,2007
6,4510,ppr,Doug Baldwin,20.9,1927,WR,3.01,15,SEA,10,2007
11,4539,ppr,Christian McCaffrey,21.9,2434,RB,3.02,15,CAR,10,2007
8,3993,ppr,Aaron Rodgers,23.2,1004,QB,3.03,15,GB,10,2007
11,3645,ppr,T.Y. Hilton,25.5,1935,WR,3.05,15,IND,10,2007
9,4368,ppr,Dalvin Cook,26.0,2432,RB,3.06,15,MIN,10,2007
8,3981,ppr,Leonard Fournette,26.7,2433,RB,3.07,15,JAC,10,2007
9,4375,ppr,Keenan Allen,28.0,1992,WR,3.08,15,LAC,10,2007
5,3815,ppr,Terrelle Pryor,28.5,1868,WR,3.08,15,WAS,10,2007
9,4031,ppr,Isaiah Crowell,30.1,2219,RB,3.10,15,CLE,10,2007
9,4085,ppr,Tom Brady,30.1,119,QB,3.10,15,NE,10,2007
7,3887,ppr,DeAndre Hopkins,30.5,1975,WR,4.01,15,HOU,10,2007
7,3692,ppr,Lamar Miller,32.8,1908,RB,4.03,15,HOU,10,2007
5,4011,ppr,Demaryius Thomas,33.1,1735,WR,4.03,15,DEN,10,2007
10,4353,ppr,Marshawn Lynch,33.7,740,RB,4.04,15,OAK,10,2007
10,3592,ppr,Travis Kelce,35.9,1989,TE,4.06,15,KC,10,2007
8,3934,ppr,Ty Montgomery,36.3,2317,RB,4.06,15,GB,10,2007
10,4163,ppr,Alshon Jeffery,37.0,1918,WR,4.07,15,PHI,10,2007
11,3873,ppr,Carlos Hyde,40.1,2129,RB,4.10,15,SF,10,2007
10,3852,ppr,Tyreek Hill,40.2,2390,WR,4.10,15,KC,10,2007
6,3473,ppr,Joe Mixon,40.6,2438,RB,5.01,15,CIN,10,2007
10,3911,ppr,Michael Crabtree,40.7,1646,WR,5.01,15,OAK,10,2007
8,4199,ppr,Davante Adams,42.1,2125,WR,5.02,15,GB,10,2007
5,3318,ppr,Drew Brees,42.2,127,QB,5.02,15,NO,10,2007
11,4548,ppr,Kelvin Benjamin,44.1,2116,WR,5.04,15,CAR,10,2007
9,4341,ppr,Martavis Bryant,45.8,2150,WR,5.06,15,PIT,10,2007
7,3718,ppr,Golden Tate,46.1,1730,WR,5.06,15,DET,10,2007
8,4192,ppr,Larry Fitzgerald,48.4,374,WR,5.08,15,ARI,10,2007
11,3210,ppr,Greg Olsen,49.0,890,TE,5.09,15,CAR,10,2007
10,5466,ppr,Kareem Hunt,49.1,2450,RB,5.09,15,KC,10,2007
11,4822,ppr,Doug Martin,51.4,1907,RB,6.01,15,TB,10,2007
5,3498,ppr,CJ Anderson,52.0,2071,RB,6.02,15,DEN,10,2007
11,3511,ppr,Bilal Powell,52.1,1867,RB,6.02,15,NYJ,10,2007
10,1192,ppr,Spencer Ware,52.3,2030,RB,6.02,15,KC,10,2007
5,2873,ppr,Jordan Reed,52.4,1995,TE,6.02,15,WAS,10,2007
10,2867,ppr,Danny Woodhead,53.1,1776,RB,6.03,15,BAL,10,2007
8,3482,ppr,Allen Robinson,53.4,2130,WR,6.03,15,JAC,10,2007
9,4236,ppr,Stefon Diggs,54.8,2316,WR,6.05,15,MIN,10,2007
5,2412,ppr,Matt Ryan,55.5,1342,QB,6.06,15,ATL,10,2007
6,3042,ppr,Jimmy Graham,56.7,1747,TE,6.07,15,SEA,10,2007
7,3804,ppr,Ameer Abdullah,56.9,2293,RB,6.07,15,DET,10,2007
9,1834,ppr,Julian Edelman,59.3,1708,WR,6.09,15,NE,10,2007
11,4207,ppr,Jarvis Landry,59.8,2132,WR,6.10,15,MIA,10,2007
5,3358,ppr,Mark Ingram,60.2,1800,RB,6.10,15,NO,10,2007
11,5372,ppr,DeVante Parker,62.7,2279,WR,7.03,15,MIA,10,2007
6,2218,ppr,Russell Wilson,63.9,1904,QB,7.04,15,SEA,10,2007
5,4881,ppr,Jamison Crowder,64.5,2331,WR,7.05,15,WAS,10,2007
9,2895,ppr,Mike Gillislee,66.9,2017,RB,7.07,15,NE,10,2007
5,3206,ppr,Adrian Peterson,67.5,925,RB,7.08,15,NO,10,2007
6,1972,ppr,Tyler Eifert,68.7,1974,TE,7.09,15,CIN,10,2007
5,3926,ppr,Willie Snead,69.8,2223,WR,7.10,15,NO,10,2007
10,2120,ppr,Derek Carr,70.0,2118,QB,7.10,15,OAK,10,2007
8,4173,ppr,Brandon Marshall,70.5,755,WR,7.10,15,NYG,10,2007
8,3935,ppr,Sammy Watkins,70.9,2109,WR,8.01,15,LAR,10,2007
9,5,ppr,Phillip Dorsett,71.0,2283,WR,8.01,15,NE,10,2007
6,3702,ppr,Darren McFadden,71.0,1341,RB,8.01,15,DAL,10,2007
5,2952,ppr,Tevin Coleman,73.6,2289,RB,8.04,15,ATL,10,2007
11,3919,ppr,Pierre Garcon,74.7,1707,WR,8.05,15,SF,10,2007
5,3480,ppr,Emmanuel Sanders,75.3,1762,WR,8.05,15,DEN,10,2007
8,1960,ppr,Delanie Walker,76.2,1201,TE,8.06,15,TEN,10,2007
10,2221,ppr,LeGarrette Blount,76.4,1781,RB,8.06,15,PHI,10,2007
8,3021,ppr,Derrick Henry,76.9,2350,RB,8.07,15,TEN,10,2007
8,2402,ppr,Marcus Mariota,79.4,2276,QB,8.09,15,TEN,10,2007
7,1873,ppr,Theo Riddick,81.4,2033,RB,9.01,15,DET,10,2007
5,3073,ppr,Rob Kelley,82.4,2429,RB,9.02,15,WAS,10,2007
5,2265,ppr,Kirk Cousins,82.4,1902,QB,9.02,15,WAS,10,2007
10,2599,ppr,Jeremy Maclin,83.6,1649,WR,9.04,15,BAL,10,2007
11,2798,ppr,Jameis Winston,83.7,2275,QB,9.04,15,TB,10,2007
8,2123,ppr,Paul Perkins,83.8,2383,RB,9.04,15,NYG,10,2007
9,2658,ppr,Kyle Rudolph,83.8,1799,TE,9.04,15,MIN,10,2007
8,2524,ppr,Eric Decker,85.9,1764,WR,9.06,15,TEN,10,2007
11,2306,ppr,Frank Gore,86.0,437,RB,9.06,15,IND,10,2007
10,3388,ppr,Zach Ertz,89.1,1978,TE,9.09,15,PHI,10,2007
8,6,ppr,Jerell Adams,89.2,2396,TE,9.09,15,NYG,10,2007
8,3574,ppr,Martellus Bennett,89.9,1364,TE,9.10,15,GB,10,2007
