plyrId,avgPick,draftCnt,totDrafts,pprFlg,year,firstNm,lastNm,pos,tm,adpRank
8658,3.78,732,725,0,2015,Adrian,Peterson,RB,MIN,1.0
11192,4.33,729,725,0,2015,Le'Veon,Bell,RB,PIT,2.0
11201,4.77,732,725,0,2015,Eddie,Lacy,RB,GBP,3.0
9054,5.8,730,725,0,2015,Jamaal,Charles,RB,KCC,4.0
10695,7.14,712,725,0,2015,Andrew,Luck,QB,IND,5.0
8670,8.22,731,725,0,2015,Marshawn,Lynch,RB,SEA,6.0
9988,8.51,733,725,0,2015,Antonio,Brown,WR,PIT,7.0
7836,9.82,710,725,0,2015,Aaron,Rodgers,QB,GBP,8.0
9823,11.29,733,725,0,2015,Dez,Bryant,WR,DAL,9.0
11454,13.48,732,725,0,2015,C.J.,Anderson,RB,DEN,10.0
10302,13.82,731,725,0,2015,DeMarco,Murray,RB,PHI,11.0
9884,14.14,734,725,0,2015,Demaryius,Thomas,WR,DEN,12.0
11679,14.14,735,725,0,2015,Odell,Beckham,WR,NYG,13.0
9902,14.61,731,725,0,2015,Rob,Gronkowski,TE,NEP,14.0
10271,14.88,735,725,0,2015,Julio,Jones,WR,ATL,15.0
9122,16.41,733,725,0,2015,Matt,Forte,RB,CHI,16.0
11654,17.53,731,725,0,2015,Jeremy,Hill,RB,CIN,17.0
8657,17.92,733,725,0,2015,Calvin,Johnson,WR,DET,18.0
9448,20.36,734,725,0,2015,LeSean,McCoy,RB,BUF,19.0
10308,21.41,734,725,0,2015,Randall,Cobb,WR,GBP,20.0
10261,22.23,735,725,0,2015,A.J.,Green,WR,CIN,21.0
10729,25.09,734,725,0,2015,T.Y.,Hilton,WR,IND,22.0
9278,27.98,734,725,0,2015,Justin,Forsett,RB,BAL,23.0
9925,29.85,732,725,0,2015,Jimmy,Graham,TE,SEA,24.0
10722,30.04,732,725,0,2015,Alshon,Jeffery,WR,CHI,25.0
10708,30.91,734,725,0,2015,Lamar,Miller,RB,MIA,26.0
