plyrId,avgPick,draftCnt,totDrafts,pprFlg,year
12171,1.34,1891,1899,1,2017
11192,2.31,1889,1899,1,2017
9988,3.45,1892,1899,1,2017
10271,5.13,1893,1899,1,2017
11679,6.71,1894,1899,1,2017
11671,8.07,1889,1899,1,2017
11660,8.95,1891,1899,1,2017
9448,9.40,1893,1899,1,2017
10261,10.91,1894,1899,1,2017
12151,11.58,1883,1899,1,2017
9118,12.20,1888,1899,1,2017
12625,15.47,1896,1899,1,2017
12154,16.05,1886,1899,1,2017
12652,16.26,1883,1899,1,2017
7836,17.29,1847,1899,1,2017
12634,18.88,1888,1899,1,2017
10302,18.91,1895,1899,1,2017
12175,19.27,1897,1899,1,2017
9823,20.58,1898,1899,1,2017
12150,20.89,1896,1899,1,2017
9902,21.12,1895,1899,1,2017
11674,21.35,1896,1899,1,2017
10527,25.64,1896,1899,1,2017
5848,25.66,1849,1899,1,2017
13130,27.17,1895,1899,1,2017
13129,27.48,1901,1899,1,2017
10729,28.23,1899,1899,1,2017
11232,31.06,1898,1899,1,2017
13128,32.03,1898,1899,1,2017
10708,33.69,1899,1899,1,2017
9884,35.69,1899,1899,1,2017
11222,35.85,1900,1899,1,2017
11244,36.90,1895,1899,1,2017
4925,37.45,1852,1899,1,2017
8670,37.89,1900,1899,1,2017
11668,38.58,1895,1899,1,2017
13138,39.09,1898,1899,1,2017
10500,39.65,1897,1899,1,2017
10722,40.45,1901,1899,1,2017
12261,42.13,1897,1899,1,2017
11657,43.85,1899,1899,1,2017
11675,45.01,1897,1899,1,2017
13131,46.21,1899,1899,1,2017
12801,47.29,1893,1899,1,2017
9099,47.50,1841,1899,1,2017
9427,48.40,1899,1899,1,2017
11248,50.83,1895,1899,1,2017
11678,51.02,1899,1899,1,2017
9831,51.40,1900,1899,1,2017
11673,51.55,1897,1899,1,2017
8687,51.74,1900,1899,1,2017
7393,56.05,1897,1899,1,2017
11688,56.68,1894,1899,1,2017
11680,57.39,1897,1899,1,2017
11454,57.54,1898,1899,1,2017
10703,57.76,1856,1899,1,2017
9925,60.35,1891,1899,1,2017
10276,60.93,1899,1899,1,2017
12155,61.03,1896,1899,1,2017
12186,63.58,1891,1899,1,2017
10369,64.39,1892,1899,1,2017
11670,65.40,1893,1899,1,2017
11644,66.65,1847,1899,1,2017
12176,68.02,1884,1899,1,2017
12184,69.61,1890,1899,1,2017
10709,71.01,1893,1899,1,2017
10272,71.70,136,1899,1,2017
9918,71.91,1896,1899,1,2017
12140,73.86,1850,1899,1,2017
10773,75.09,137,1899,1,2017
11250,75.43,1877,1899,1,2017
8360,76.57,1888,1899,1,2017
10273,76.84,1855,1899,1,2017
12152,77.32,1884,1899,1,2017
12141,77.65,1848,1899,1,2017
8658,79.54,1891,1899,1,2017
9693,80.70,1882,1899,1,2017
11180,81.59,1890,1899,1,2017
8416,83.52,1874,1899,1,2017
10700,83.52,1852,1899,1,2017
9250,84.22,1884,1899,1,2017
10312,86.79,1857,1899,1,2017
11951,87.42,1873,1899,1,2017
11247,87.67,1864,1899,1,2017
12250,87.86,133,1899,1,2017
12626,88.10,1878,1899,1,2017
9044,88.72,1870,1899,1,2017
12233,88.79,137,1899,1,2017
9075,91.09,1884,1899,1,2017
11721,91.80,137,1899,1,2017
10308,92.02,1878,1899,1,2017
10695,92.41,1845,1899,1,2017
7401,93.01,1845,1899,1,2017
12631,93.02,1876,1899,1,2017
12620,93.10,1842,1899,1,2017
12887,93.77,1867,1899,1,2017
10775,95.04,135,1899,1,2017
7877,95.14,1878,1899,1,2017
10983,96.95,1830,1899,1,2017
12686,97.20,133,1899,1,2017
9898,98.67,1883,1899,1,2017
9436,99.19,1865,1899,1,2017
12676,100.16,1834,1899,1,2017
11201,100.79,1877,1899,1,2017
9087,102.54,1869,1899,1,2017
11293,102.68,136,1899,1,2017
11677,103.43,1855,1899,1,2017
11746,104.70,1844,1899,1,2017
9881,104.90,1860,1899,1,2017
9431,105.90,1839,1899,1,2017
12391,106.30,1830,1899,1,2017
0511,107.01,1740,1899,1,2017
11188,107.34,1837,1899,1,2017
7394,109.26,1844,1899,1,2017
12646,111.61,1805,1899,1,2017
13153,113.91,1797,1899,1,2017
11938,114.87,1808,1899,1,2017
12157,115.03,1804,1899,1,2017
11813,116.48,129,1899,1,2017
0515,117.14,1738,1899,1,2017
12169,117.69,1826,1899,1,2017
10267,118.10,135,1899,1,2017
12221,120.17,124,1899,1,2017
0512,120.22,1736,1899,1,2017
10738,121.23,1790,1899,1,2017
0532,122.67,1739,1899,1,2017
11199,122.73,703,1899,1,2017
11676,123.24,1770,1899,1,2017
11783,123.89,1771,1899,1,2017
11695,124.04,1769,1899,1,2017
9966,124.23,124,1899,1,2017
11728,125.10,126,1899,1,2017
12736,125.11,125,1899,1,2017
10903,126.84,1750,1899,1,2017
10976,127.03,1743,1899,1,2017
9662,127.16,611,1899,1,2017
9101,127.88,1801,1899,1,2017
12465,128.76,714,1899,1,2017
8359,128.89,1747,1899,1,2017
9866,129.52,128,1899,1,2017
11747,129.79,1750,1899,1,2017
10313,130.38,1813,1899,1,2017
9833,130.90,124,1899,1,2017
11516,131.47,1753,1899,1,2017
7391,132.60,1808,1899,1,2017
11722,132.95,125,1899,1,2017
9525,132.98,1731,1899,1,2017
12610,133.01,1788,1899,1,2017
12745,134.36,121,1899,1,2017
9122,134.41,1775,1899,1,2017
12177,134.80,1633,1899,1,2017
0519,135.12,1739,1899,1,2017
9467,135.32,1701,1899,1,2017
13133,136.40,1691,1899,1,2017
6997,136.64,1749,1899,1,2017
10300,137.79,1702,1899,1,2017
11349,138.43,115,1899,1,2017
13176,138.55,1612,1899,1,2017
8673,138.56,1691,1899,1,2017
0504,138.71,1729,1899,1,2017
10815,139.97,113,1899,1,2017
0524,140.47,1733,1899,1,2017
13188,140.85,1617,1899,1,2017
9840,141.40,117,1899,1,2017
7942,142.72,1660,1899,1,2017
12627,143.51,1586,1899,1,2017
12658,143.81,1610,1899,1,2017
13139,144.19,1612,1899,1,2017
6929,144.39,1739,1899,1,2017
6789,144.81,1742,1899,1,2017
10783,145.68,117,1899,1,2017
12677,146.94,1646,1899,1,2017
9054,147.72,1651,1899,1,2017
11654,148.29,1613,1899,1,2017
10506,151.19,1745,1899,1,2017
10772,151.25,108,1899,1,2017
10768,151.61,113,1899,1,2017
10770,151.63,110,1899,1,2017
13164,151.66,1398,1899,1,2017
11347,151.75,113,1899,1,2017
10743,151.76,1627,1899,1,2017
13132,152.03,1316,1899,1,2017
10973,153.14,1505,1899,1,2017
11182,153.84,1359,1899,1,2017
0527,154.29,1700,1899,1,2017
13189,155.15,1417,1899,1,2017
11390,156.07,1538,1899,1,2017
12930,156.43,1353,1899,1,2017
9825,157.21,104,1899,1,2017
9308,157.75,1261,1899,1,2017
0517,157.86,1625,1899,1,2017
10372,158.32,1512,1899,1,2017
10413,159.31,1415,1899,1,2017
12648,159.41,1241,1899,1,2017
8742,160.72,1739,1899,1,2017
11772,160.74,103,1899,1,2017
11193,161.59,1250,1899,1,2017
0510,161.68,1591,1899,1,2017
10749,162.65,105,1899,1,2017
13234,162.94,1203,1899,1,2017
12187,163.76,1193,1899,1,2017
13277,163.79,1155,1899,1,2017
9864,163.88,107,1899,1,2017
8252,164.32,1231,1899,1,2017
12272,164.32,103,1899,1,2017
10723,164.33,1249,1899,1,2017
11757,164.35,106,1899,1,2017
11740,164.44,103,1899,1,2017
12110,164.69,1307,1899,1,2017
13134,165.01,1121,1899,1,2017
13113,165.67,809,1899,1,2017
10982,166.34,99,1899,1,2017
