byeWk,draftCnt,frmt,name,ovrlAdp,playerId,pos,rdAdp,rdCnt,team,tmCnt,year
8,23,rookie,Leonard Fournette,1.4,2433,RB,1.01,15,JAC,12,2013
11,16,rookie,Christian McCaffrey,2.4,2434,RB,1.02,15,CAR,12,2013
8,12,rookie,Corey Davis,2.7,2435,WR,1.03,15,TEN,12,2013
6,49,rookie,Joe Mixon,3.8,2438,RB,1.04,15,CIN,12,2013
9,96,rookie,Dalvin Cook,5.1,2432,RB,1.05,15,MIN,12,2013
9,10,rookie,Mike Williams,5.1,2436,WR,1.05,15,LAC,12,2013
6,10,rookie,John Ross,6.8,2437,WR,1.07,15,CIN,12,2013
11,10,rookie,O.J. Howard,8.0,2446,TE,1.08,15,TB,12,2013
5,11,rookie,Samaje Perine,8.2,2441,RB,1.08,15,WAS,12,2013
5,16,rookie,Alvin Kamara,8.7,2439,RB,1.09,15,NO,12,2013
9,6,rookie,David Njoku,10.8,2448,TE,1.11,15,CLE,12,2013
7,29,rookie,Donta Foreman,10.9,2440,RB,1.11,15,HOU,12,2013
9,3,rookie,JuJu Smith-Schuster,12.3,2442,WR,1.12,15,PIT,12,2013
6,18,rookie,Zay Jones,12.9,2468,WR,2.01,15,BUF,12,2013
8,18,rookie,Evan Engram,14.7,2451,TE,2.03,15,NYG,12,2013
10,176,rookie,Kareem Hunt,14.9,2450,RB,2.03,15,KC,12,2013
9,2,rookie,Bucky Hodges,15.0,2467,TE,2.03,15,MIN,12,2013
8,25,rookie,Jamaal Williams,15.9,2445,RB,2.04,15,GB,12,2013
10,19,rookie,Pat Mahomes,16.4,2462,QB,2.04,15,KC,12,2013
11,6,rookie,Jeremy McNichols,16.7,2447,RB,2.05,15,TB,12,2013
11,11,rookie,Curtis Samuel,17.5,2443,WR,2.05,15,CAR,12,2013
9,2,rookie,Zane Gonzalez,17.5,2512,PK,2.06,15,CLE,12,2013
8,22,rookie,Cooper Kupp,18.0,2449,WR,2.06,15,LAR,12,2013
11,3,rookie,C.J. Beathard,20.0,2491,QB,2.08,15,SF,12,2013
8,11,rookie,Taywan Taylor,21.0,2453,WR,2.09,15,TEN,12,2013
11,52,rookie,Marlon Mack,21.8,2469,RB,2.10,15,IND,12,2013
9,31,rookie,Mitch Trubisky,22.6,2461,QB,2.11,15,CHI,12,2013
7,27,rookie,Deshaun Watson,25.5,2444,QB,3.02,15,HOU,12,2013
11,19,rookie,Chris Godwin,25.7,2465,WR,3.02,15,TB,12,2013
10,2,rookie,Elijah Hood,26.0,2460,RB,3.02,15,OAK,12,2013
11,9,rookie,Joe Williams,27.6,2473,RB,3.04,15,SF,12,2013
8,6,rookie,Wayne Gallman,27.8,2452,RB,3.04,15,NYG,12,2013
10,2,rookie,Mack Hollins,28.0,2492,WR,3.04,15,PHI,12,2013
9,22,rookie,DeShone Kizer,28.1,2486,QB,3.04,15,CLE,12,2013
7,40,rookie,Kenny Golladay,28.7,2488,WR,3.05,15,DET,12,2013
11,7,rookie,Isaiah Ford,29.0,2455,WR,3.05,15,MIA,12,2013
11,28,rookie,Joseph Williams,29.3,2463,RB,3.05,15,SF,12,2013
9,21,rookie,James Conner,30.0,2470,RB,3.06,15,PIT,12,2013
8,8,rookie,Gerald Everett,30.1,2464,TE,3.06,15,LAR,12,2013
8,10,rookie,Dede Westbrook,30.4,2466,WR,3.06,15,JAC,12,2013
6,2,rookie,Christopher Carson,30.5,2518,RB,3.07,15,SEA,12,2013
11,25,rookie,ArDarius Stewart,31.0,2457,WR,3.07,15,NYJ,12,2013
9,6,rookie,Adam Shaheen,31.0,2474,TE,3.07,15,CHI,12,2013
9,2,rookie,Tarik Cohen,31.5,2493,RB,3.08,15,CHI,12,2013
8,6,rookie,Malachi Dupre,33.0,2458,WR,3.09,15,GB,12,2013
