plyrId,firstNm,lastNm,pos,tm
10763,Michael,Brockers,DT,LAR
10764,Courtney,Upshaw,DE,ATL
10765,Sean,Spence,LB,FA
10766,Bruce,Irvin,LB,OAK
10768,Lavonte,David,LB,TBB
10769,Keenan,Robinson,LB,NYG
10770,Zach,Brown,LB,WAS
10772,Vontaze,Burfict,LB,CIN
10773,Luke,Kuechly,LB,CAR
10774,Dont'a,Hightower,LB,NEP
10775,Bobby,Wagner,LB,SEA
10776,Audie,Cole,LB,FA
10777,Morris,Claiborne,CB,NYJ
10778,Dre,Kirkpatrick,CB,CIN
10779,Janoris,Jenkins,CB,NYG
10782,Mark,Barron,LB,LAR
10783,Harrison,Smith,S,MIN
10784,George,Iloka,S,CIN
10788,Antonio,Allen,S,FA
10789,Stephon,Gilmore,CB,NEP
10791,Leonard,Johnson,CB,BUF
10793,Casey,Hayward,CB,LAC
10797,Jeremy,Ross,WR,FA
10800,Stephen,Hill,WR,FA
10805,Shea,McClellin,LB,NEP
10806,Derek,Wolfe,DE,DEN
10807,Mychal,Kendricks,LB,PHI
10808,Tavon,Wilson,S,DET
10809,Kendall,Reyes,DE,FA
10810,Trumaine,Johnson,CB,LAR
10811,Josh,Robinson,S,TBB
10812,Ronnie,Hillman,RB,FA
10814,Bryan,Anger,PN,TBB
10815,Olivier,Vernon,DE,NYG
10816,Demario,Davis,LB,NYJ
