averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
1.07,114,12150,3,1,"Gurley, Todd",RB,,LAR,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
2.30,114,12625,11,1,"Elliott, Ezekiel",RB,,DAL,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
3.01,114,11192,6,1,"Bell, Le'Veon",RB,,PIT,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
4.50,114,12171,53,2,"Johnson, David",RB,,ARI,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
5.37,114,13604,13,2,"Barkley, Saquon",RB,R,NYG,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
6.36,114,9988,11,3,"Brown, Antonio",WR,,PIT,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
7.89,114,11232,14,2,"Hopkins, DeAndre",WR,,HOU,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
8.07,114,13132,119,4,"Kamara, Alvin",RB,,NOS,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
9.52,114,11679,37,1,"Beckham, Odell",WR,,NYG,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
10.82,114,13138,54,6,"Hunt, Kareem",RB,,KCC,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
11.01,114,13129,18,6,"Fournette, Leonard",RB,,JAC,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
12.17,113,12151,28,5,"Gordon, Melvin",RB,,LAC,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
12.89,113,13128,28,7,"Cook, Dalvin",RB,,MIN,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
14.80,114,10271,20,7,"Jones, Julio",WR,,ATL,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
14.91,114,12652,92,8,"Thomas, Michael",WR,,NOS,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
16.33,114,11222,21,14,"Allen, Keenan",WR,,LAC,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
17.69,114,11675,68,10,"Adams, Davante",WR,,GBP,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
18.54,114,13130,36,12,"McCaffrey, Christian",RB,,CAR,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
19.63,114,11671,26,16,"Evans, Mike",WR,,TBB,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
20.54,114,10261,30,15,"Green, A.J.",WR,,CIN,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
21.33,114,13131,35,12,"Mixon, Joe",RB,,CIN,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
21.68,114,11660,33,11,"Freeman, Devonta",RB,,ATL,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
23.83,114,9902,54,13,"Gronkowski, Rob",TE,,NEP,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
23.96,114,7836,53,5,"Rodgers, Aaron",QB,,GBP,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
26.98,114,11244,111,21,"Kelce, Travis",TE,,KCC,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
27.32,114,12801,43,16,"Hill, Tyreek",WR,,KCC,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
28.63,113,11761,192,20,"McKinnon, Jerick",RB,,SFO,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
28.99,113,12634,79,17,"Howard, Jordan",RB,,CHI,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
29.30,113,12186,38,16,"Diggs, Stefon",WR,,MIN,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
30.75,114,12175,46,18,"Cooper, Amari",WR,,OAK,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
31.97,114,10729,52,19,"Hilton, T.Y.",WR,,IND,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
34.07,113,13113,140,1,"Watson, Deshaun",QB,,HOU,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
35.54,113,11247,89,25,"Ertz, Zach",TE,,PHI,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
35.83,114,11938,135,21,"Thielen, Adam",WR,,MIN,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
37.08,114,10527,79,26,"Baldwin, Doug",WR,,SEA,12,0,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=0,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
