plyrId,avgPick,draftCnt,totDrafts,pprFlg,year,firstNm,lastNm,pos,tm,adpRank,adpPlyrId,passTd,passYds,passInt,pass2pt,rushTd,rushYds,rush2pt,recTd,recYds,rec2pt,recRec,kRetTd,pRetTd,fumRecTd,fumLost,totScore,scoreRank
12731,161.63,103,718,0,2016,Eli,Rogers,WR,PIT,172.0,12731,0,0,0,0,0,6,0,3,594,0,48,0,0,0,0,126.0,132.0
12264,162.17,52,718,0,2016,Zach,Zenner,RB,DET,173.0,12264,0,0,0,0,4,334,0,0,196,0,18,0,0,0,1,93.0,162.0
12098,162.28,234,718,0,2016,Charcandrick,West,RB,KCC,174.0,12098,0,0,0,0,1,293,0,2,188,0,28,0,0,0,0,94.1,159.0
8673,162.62,338,718,0,2016,Ted,Ginn Jr.,WR,CAR,176.0,8673,0,0,0,0,0,98,0,4,752,0,54,0,0,0,2,159.0,106.0
9525,163.53,303,718,0,2016,Mike,Wallace,WR,BAL,178.0,9525,0,0,0,0,0,31,0,4,1017,1,72,0,0,0,0,202.8,66.0
12676,163.76,76,718,0,2016,Hunter,Henry,TE,SDC,180.0,12676,0,0,0,0,0,0,0,8,482,0,36,0,0,0,1,130.2,129.0
12197,165.0,148,718,0,2016,Breshad,Perriman,WR,BAL,181.0,12197,0,0,0,0,0,2,0,3,499,0,33,0,0,0,0,101.1,150.0
8252,166.54,229,718,0,2016,Jay,Cutler,QB,CHI,182.0,8252,4,1059,5,0,0,24,0,0,0,0,0,0,0,0,2,66.76,185.0
10312,166.75,292,718,0,2016,Kyle,Rudolph,TE,MIN,183.0,10312,0,0,0,0,0,0,0,7,840,0,83,0,0,0,0,209.0,62.0
9078,167.29,323,718,0,2016,Chris,Johnson,RB,ARI,184.0,9078,0,0,0,0,1,95,0,0,0,0,0,0,0,0,0,15.5,218.0
12159,167.59,184,718,0,2016,Javorius,Allen,RB,BAL,185.0,12159,0,0,0,0,0,34,0,0,15,0,3,0,0,0,0,7.9,226.0
9087,167.67,147,718,0,2016,Darren,McFadden,RB,DAL,186.0,9087,0,0,0,0,0,87,0,0,17,0,3,0,0,0,0,13.4,219.0
11785,167.87,150,718,0,2016,Richard,Rodgers,TE,GBP,187.0,11785,0,0,0,0,0,0,0,2,271,0,30,0,0,0,0,69.1,182.0
10409,168.3,346,718,0,2016,Charles,Clay,TE,BUF,188.0,10409,0,0,0,0,0,0,0,4,552,0,57,0,0,0,0,136.2,126.0
12211,168.42,173,718,0,2016,Jesse,James,TE,PIT,189.0,12211,0,0,0,0,0,0,0,3,338,0,39,0,0,0,0,90.8,163.0
11227,169.68,177,718,0,2016,Kenny,Stills,WR,MIA,191.0,11227,0,0,0,0,0,0,0,9,726,0,42,0,0,0,0,168.6,99.0
11697,170.41,295,718,0,2016,Austin,Seferian-Jenkins,TE,NYJ,192.0,11697,0,0,0,0,0,0,0,1,154,0,13,0,0,0,0,34.4,206.0
10500,170.52,187,718,0,2016,Terrelle,Pryor,WR,CLE,193.0,10500,0,41,0,0,1,21,0,4,1007,1,77,0,0,0,0,213.44,59.0
12677,170.57,58,718,0,2016,Austin,Hooper,TE,ATL,194.0,12677,0,0,0,0,0,0,0,3,271,0,19,0,0,0,0,64.1,187.0
9250,170.89,287,718,0,2016,Pierre,Garcon,WR,WAS,195.0,9250,0,0,0,0,0,0,0,3,1041,0,79,0,0,0,0,201.1,68.0
12887,171.39,108,718,0,2016,Rob,Kelley,RB,WAS,196.0,12887,0,0,0,0,6,704,0,1,82,0,12,0,0,0,0,132.6,127.0
12610,171.41,101,718,0,2016,Carson,Wentz,QB,PHI,197.0,12610,16,3782,14,1,2,150,1,0,7,0,1,0,0,0,3,265.98,33.0
11211,171.95,171,718,0,2016,Terrance,Williams,WR,DAL,198.0,11211,0,0,0,0,0,0,0,4,594,0,44,0,0,0,1,125.4,134.0
10303,172.38,229,718,0,2016,Shane,Vereen,RB,NYG,199.0,10303,0,0,0,0,1,158,0,0,94,0,11,0,0,0,2,38.2,201.0
10432,172.77,161,718,0,2016,Virgil,Green,TE,DEN,200.0,10432,0,0,0,0,0,0,0,1,237,0,22,0,0,0,0,51.7,193.0
9817,175.11,157,718,0,2016,Sam,Bradford,QB,MIN,201.0,9817,20,3877,5,0,0,53,0,0,5,0,1,0,0,0,5,241.88,44.0
12181,175.52,114,718,0,2016,Nelson,Agholor,WR,PHI,202.0,12181,0,0,0,0,0,14,0,2,365,1,36,0,0,0,0,87.9,165.0
12210,175.73,257,718,0,2016,Clive,Walford,TE,OAK,203.0,12210,0,0,0,0,0,0,0,3,359,0,33,0,0,0,0,86.9,167.0
12611,176.82,98,718,0,2016,Jared,Goff,QB,RAM,204.0,12611,5,1089,7,0,1,16,0,0,0,0,0,0,0,0,2,81.16,173.0
10352,177.1,172,718,0,2016,Jordan,Cameron,TE,MIA,205.0,10352,0,0,0,0,0,0,0,6,686,0,66,0,0,0,1,168.6,99.0
9308,177.66,99,718,0,2016,Danny,Amendola,WR,NEP,206.0,9308,0,0,0,0,0,0,0,4,245,0,23,0,0,0,1,69.5,181.0
