averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
1.27,459,12150,11,1,"Gurley, Todd",RB,,LAR,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
3.02,459,11192,11,1,"Bell, Le'Veon",RB,,PIT,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
3.03,458,12625,9,1,"Elliott, Ezekiel",RB,,DAL,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
4.25,458,12171,11,1,"Johnson, David",RB,,ARI,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
6.20,459,9988,11,1,"Brown, Antonio",WR,,PIT,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
6.22,458,13604,19,1,"Barkley, Saquon",RB,R,NYG,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
6.73,457,13132,12,1,"Kamara, Alvin",RB,,NOS,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
8.11,458,11232,21,1,"Hopkins, DeAndre",WR,,HOU,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
9.38,457,11679,22,1,"Beckham, Odell",WR,,NYG,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
11.30,458,13129,26,1,"Fournette, Leonard",RB,,JAC,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
11.54,456,13138,23,4,"Hunt, Kareem",RB,,KCC,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
11.70,459,12151,24,5,"Gordon, Melvin",RB,,LAC,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
12.61,459,13128,25,2,"Cook, Dalvin",RB,,MIN,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
14.03,458,12652,49,3,"Thomas, Michael",WR,,NOS,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
14.43,459,10271,42,4,"Jones, Julio",WR,,ATL,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
16.88,459,11222,52,7,"Allen, Keenan",WR,,LAC,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
17.92,458,11675,53,11,"Adams, Davante",WR,,GBP,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
19.11,459,13130,42,10,"McCaffrey, Christian",RB,,CAR,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
21.12,459,10261,55,13,"Green, A.J.",WR,,CIN,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
21.45,458,11671,60,6,"Evans, Mike",WR,,TBB,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
22.48,458,13131,54,9,"Mixon, Joe",RB,,CIN,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
22.70,458,11660,51,11,"Freeman, Devonta",RB,,ATL,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
23.95,458,9902,58,8,"Gronkowski, Rob",TE,,NEP,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
27.10,458,11244,52,12,"Kelce, Travis",TE,,KCC,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
27.55,458,7836,75,1,"Rodgers, Aaron",QB,,GBP,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
27.92,458,11761,64,13,"McKinnon, Jerick",RB,,SFO,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
28.95,457,12634,61,15,"Howard, Jordan",RB,,CHI,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
29.17,459,12801,69,13,"Hill, Tyreek",WR,,KCC,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
29.90,458,12186,74,14,"Diggs, Stefon",WR,,MIN,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
31.50,459,10729,82,19,"Hilton, T.Y.",WR,,IND,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
34.68,458,12175,73,15,"Cooper, Amari",WR,,OAK,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
35.57,458,11938,88,17,"Thielen, Adam",WR,,MIN,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
36.70,459,11247,66,20,"Ertz, Zach",TE,,PHI,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
37.79,458,11680,102,8,"Landry, Jarvis",WR,,CLE,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
38.39,457,13113,93,5,"Watson, Deshaun",QB,,HOU,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
38.67,457,9448,128,10,"McCoy, LeSean",RB,,BUF,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
39.69,257,13605,178,16,"Guice, Derrius",RB,R,WAS,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
39.83,457,10527,92,22,"Baldwin, Doug",WR,,SEA,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
41.51,457,11678,100,20,"Robinson, Allen",WR,,CHI,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
42.02,458,11674,110,17,"Cooks, Brandin",WR,,LAR,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
42.97,459,7393,126,20,"Fitzgerald, Larry",WR,,ARI,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
43.27,456,13156,114,23,"Smith-Schuster, JuJu",WR,,PIT,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
46.27,457,10703,150,6,"Wilson, Russell",QB,,SEA,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
48.22,456,12630,113,19,"Drake, Kenyan",RB,,MIA,12,1,2018,https://www70.myfantasyleague.com/2018/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2018/export?TYPE=players&JSON=1
