averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
3.39,3175,11192,49,1,"Bell, Le'Veon",RB,,PIT,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
4.57,3184,9988,21,1,"Brown, Antonio",WR,,PIT,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
6.52,3183,11201,68,1,"Lacy, Eddie",RB,,GBP,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
6.81,3187,8658,191,1,"Peterson, Adrian",RB,,MIN,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
8.02,3182,9054,130,1,"Charles, Jamaal",RB,,KCC,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
8.33,3184,9823,63,1,"Bryant, Dez",WR,,DAL,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
8.99,3183,10271,41,1,"Jones, Julio",WR,,ATL,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
9.70,3184,11679,21,1,"Beckham, Odell",WR,,NYG,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
11.07,3187,9884,41,1,"Thomas, Demaryius",WR,,DEN,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
11.34,3143,10695,183,1,"Luck, Andrew",QB,,IND,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
11.73,3186,9902,56,1,"Gronkowski, Rob",TE,,NEP,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
15.18,3179,8670,242,1,"Lynch, Marshawn",RB,,SEA,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
15.93,3185,8657,188,1,"Johnson, Calvin",WR,,DET,12,1,2015,https://www70.myfantasyleague.com/2015/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2015/export?TYPE=players&JSON=1
