averagePick,draftsSelectedIn,id,maxPick,minPick,name,position,status,team,TEAM_COUNT,PPR_FLG,YEAR,SRC_ADP,SRC_PLYR
1.29,463,12150,11,1,"Gurley, Todd",RB,,LAR,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
3.07,462,12625,9,1,"Elliott, Ezekiel",RB,,DAL,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
3.19,463,11192,14,1,"Bell, Le'Veon",RB,,PIT,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
4.35,462,12171,24,1,"Johnson, David",RB,,ARI,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
6.21,462,13604,21,1,,,,,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
6.52,463,9988,18,1,"Brown, Antonio",WR,,PIT,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
6.77,461,13132,24,1,"Kamara, Alvin",RB,R,NOS,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
8.09,462,11232,21,1,"Hopkins, DeAndre",WR,,HOU,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
9.28,461,11679,22,1,"Beckham, Odell",WR,,NYG,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
11.33,462,13129,26,1,"Fournette, Leonard",RB,R,JAC,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
11.58,460,13138,24,4,"Hunt, Kareem",RB,R,KCC,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
11.83,463,12151,37,5,"Gordon, Melvin",RB,,LAC,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
12.62,463,13128,25,2,"Cook, Dalvin",RB,R,MIN,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
14.10,462,12652,49,3,"Thomas, Michael",WR,,NOS,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
14.71,463,10271,42,4,"Jones, Julio",WR,,ATL,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
17.05,463,11222,52,7,"Allen, Keenan",WR,,LAC,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
18.10,462,11675,53,11,"Adams, Davante",WR,,GBP,12,1,2017,https://www70.myfantasyleague.com/2017/export?TYPE=adp&JSON=1&FRANCHISES=12&IS_PPR=1,https://www70.myfantasyleague.com/2017/export?TYPE=players&JSON=1
