plyrId,avgPick,draftCnt,totDrafts,pprFlg,year,firstNm,lastNm,pos,tm,adpRank
11673,107.5,817,848,0,2014,Kelvin,Benjamin,WR,CAR,101.0
11657,107.73,806,848,0,2014,Carlos,Hyde,RB,SFO,102.0
8934,108.6,807,848,0,2014,Fred,Jackson,RB,BUF,103.0
8667,113.19,795,848,0,2014,Dwayne,Bowe,WR,KCC,104.0
9964,114.09,795,848,0,2014,Riley,Cooper,WR,PHI,105.0
9693,118.02,767,848,0,2014,Danny,Woodhead,RB,SDC,106.0
11232,118.64,751,848,0,2014,DeAndre,Hopkins,WR,HOU,107.0
10713,119.64,772,848,0,2014,Bernard,Pierce,RB,BAL,108.0
7401,120.09,796,848,0,2014,Ben,Roethlisberger,QB,PIT,109.0
6982,121.78,784,848,0,2014,Anquan,Boldin,WR,SFO,110.0
9044,122.55,722,848,0,2014,Martellus,Bennett,TE,CHI,111.0
10725,122.88,752,848,0,2014,Rueben,Randle,WR,NYG,112.0
11660,123.49,750,848,0,2014,Devonta,Freeman,RB,ATL,113.0
10276,125.09,754,848,0,2014,Mark,Ingram,RB,NOS,114.0
8268,125.42,768,848,0,2014,DeAngelo,Williams,RB,CAR,115.0
11212,125.89,709,848,0,2014,Justin,Hunter,WR,TEN,116.0
11654,127.47,739,848,0,2014,Jeremy,Hill,RB,CIN,117.0
11213,127.97,701,848,0,2014,Tavon,Austin,WR,STL,118.0
10362,130.86,745,848,0,2014,Cecil,Shorts,WR,JAC,119.0
9087,131.91,764,848,0,2014,Darren,McFadden,RB,OAK,120.0
10744,132.85,681,848,0,2014,Ladarius,Green,TE,SDC,121.0
11746,133.39,695,848,0,2014,Terrance,West,RB,CLE,122.0
9450,133.48,737,848,0,2014,Hakeem,Nicks,WR,IND,123.0
10960,136.86,325,848,0,2014,Josh,Gordon,WR,CLE,124.0
6929,138.24,729,848,0,2014,Carson,Palmer,QB,ARI,125.0
11658,138.98,668,848,0,2014,Andre,Williams,RB,NYG,126.0
11695,139.15,639,848,0,2014,Eric,Ebron,TE,DET,127.0
11676,140.82,619,848,0,2014,Jordan,Matthews,WR,PHI,128.0
9308,140.97,680,848,0,2014,Danny,Amendola,WR,NEP,129.0
10409,141.64,629,848,0,2014,Charles,Clay,TE,MIA,130.0
7236,141.67,661,848,0,2014,Antonio,Gates,TE,SDC,131.0
11179,142.5,596,848,0,2014,Christine,Michael,RB,SEA,132.0
7813,143.07,686,848,0,2014,Alex,Smith,QB,KCC,133.0
11466,143.55,617,848,0,2014,Khiry,Robinson,RB,NOS,134.0
10697,144.01,684,848,0,2014,Ryan,Tannehill,QB,MIA,135.0
11229,144.85,662,848,0,2014,Markus,Wheaton,WR,PIT,136.0
11227,145.85,595,848,0,2014,Kenny,Stills,WR,NOS,137.0
9064,147.51,663,848,0,2014,Joe,Flacco,QB,BAL,138.0
7391,148.73,643,848,0,2014,Eli,Manning,QB,NYG,139.0
4974,149.06,597,848,0,2014,Steve,Smith,WR,BAL,140.0
8293,150.16,616,848,0,2014,Greg,Jennings,WR,MIN,141.0
10077,151.06,561,848,0,2014,Chris,Ivory,RB,NYJ,142.0
7842,151.46,588,848,0,2014,Heath,Miller,TE,PIT,143.0
10930,152.76,564,848,0,2014,Jarrett,Boykin,WR,GBP,144.0
9898,153.82,570,848,0,2014,LeGarrette,Blount,RB,NEP,145.0
