plyrId,avgPick,draftCnt,totDrafts,pprFlg,year
12629,140.69,3018,3373,1,2016
6997,140.80,3216,3373,1,2016
0512,140.95,2811,3373,1,2016
8275,141.37,202,3373,1,2016
11199,141.85,2872,3373,1,2016
12647,141.95,2802,3373,1,2016
9866,143.52,199,3373,1,2016
12250,143.92,183,3373,1,2016
12178,144.03,2605,3373,1,2016
10369,144.69,3035,3373,1,2016
10314,144.74,173,3373,1,2016
12650,144.76,2714,3373,1,2016
11179,145.48,2657,3373,1,2016
10723,145.52,3035,3373,1,2016
12632,145.55,2257,3373,1,2016
12627,147.56,2103,3373,1,2016
12188,147.99,2695,3373,1,2016
12857,148.00,2910,3373,1,2016
12657,148.55,2474,3373,1,2016
11747,149.15,2525,3373,1,2016
11688,149.70,605,3373,1,2016
10762,150.01,174,3373,1,2016
11767,150.07,169,3373,1,2016
8669,150.08,194,3373,1,2016
4974,150.44,2949,3373,1,2016
11761,152.87,2670,3373,1,2016
9474,153.55,2795,3373,1,2016
10903,154.00,2680,3373,1,2016
10697,154.13,2758,3373,1,2016
12801,154.19,199,3373,1,2016
11722,154.39,171,3373,1,2016
0524,154.75,2736,3373,1,2016
9611,156.17,2928,3373,1,2016
7942,156.39,2924,3373,1,2016
10983,157.04,2542,3373,1,2016
10267,157.50,184,3373,1,2016
9319,157.62,2804,3373,1,2016
7260,157.69,2007,3373,1,2016
12197,157.72,1642,3373,1,2016
11740,158.70,183,3373,1,2016
7827,160.21,173,3373,1,2016
12634,160.65,1874,3373,1,2016
0528,161.69,2685,3373,1,2016
12620,161.87,1964,3373,1,2016
9694,162.08,2740,3373,1,2016
10783,162.56,176,3373,1,2016
8843,163.40,184,3373,1,2016
11697,163.99,2082,3373,1,2016
12631,164.21,1507,3373,1,2016
0504,164.73,2547,3373,1,2016
8062,164.96,2544,3373,1,2016
10702,165.11,1950,3373,1,2016
10976,165.48,2748,3373,1,2016
0506,165.89,2542,3373,1,2016
12160,166.80,1096,3373,1,2016
12611,168.86,913,3373,1,2016
10870,169.28,2476,3373,1,2016
12655,169.32,772,3373,1,2016
11675,169.46,1607,3373,1,2016
12210,169.77,1884,3373,1,2016
9987,170.07,2606,3373,1,2016
10409,171.43,2456,3373,1,2016
10506,171.79,2716,3373,1,2016
9525,171.96,2275,3373,1,2016
11640,172.09,1003,3373,1,2016
0523,172.50,1971,3373,1,2016
12676,172.52,937,3373,1,2016
11746,172.59,1545,3373,1,2016
7813,172.60,1321,3373,1,2016
9064,173.43,1691,3373,1,2016
12181,174.20,1277,3373,1,2016
9250,174.86,2235,3373,1,2016
12159,175.05,1645,3373,1,2016
8742,175.21,2666,3373,1,2016
10303,175.56,2017,3373,1,2016
12610,176.20,867,3373,1,2016
12669,176.30,893,3373,1,2016
0510,176.74,1704,3373,1,2016
11960,177.40,2720,3373,1,2016
0505,177.49,2128,3373,1,2016
12098,179.52,1719,3373,1,2016
12636,180.53,1127,3373,1,2016
10500,180.73,1311,3373,1,2016
8252,180.84,1340,3373,1,2016
10312,182.05,1693,3373,1,2016
12731,182.68,827,3373,1,2016
0513,182.79,1461,3373,1,2016
8673,183.13,1867,3373,1,2016
10696,183.44,1618,3373,1,2016
11947,185.17,2373,3373,1,2016
10080,185.23,1894,3373,1,2016
11936,185.33,2314,3373,1,2016
0518,185.85,1717,3373,1,2016
11227,186.46,1325,3373,1,2016
9078,186.59,1872,3373,1,2016
12630,186.79,779,3373,1,2016
2842,187.09,2198,3373,1,2016
12721,187.84,1507,3373,1,2016
11211,187.86,1383,3373,1,2016
12651,188.00,1019,3373,1,2016
12887,188.67,641,3373,1,2016
10352,188.81,1421,3373,1,2016
10872,189.11,2123,3373,1,2016
12612,189.39,772,3373,1,2016
11257,189.55,1523,3373,1,2016
0501,189.58,1163,3373,1,2016
11689,189.89,1020,3373,1,2016
12677,190.28,732,3373,1,2016
12532,191.50,1156,3373,1,2016
6982,192.00,1556,3373,1,2016
0517,192.80,779,3373,1,2016
5666,193.46,1141,3373,1,2016
8144,194.03,300,3373,1,2016
12640,194.52,932,3373,1,2016
10432,194.54,1190,3373,1,2016
10720,194.68,980,3373,1,2016
11186,194.81,1365,3373,1,2016
12184,194.84,797,3373,1,2016
12211,195.51,1050,3373,1,2016
0516,195.65,327,3373,1,2016
11945,195.83,1445,3373,1,2016
8930,195.87,834,3373,1,2016
0509,196.48,917,3373,1,2016
12261,196.59,493,3373,1,2016
12643,198.09,706,3373,1,2016
6789,199.08,547,3373,1,2016
9087,200.22,1026,3373,1,2016
12628,201.20,579,3373,1,2016
9817,201.28,784,3373,1,2016
8153,201.65,505,3373,1,2016
11785,201.97,977,3373,1,2016
0503,202.01,541,3373,1,2016
12660,202.53,671,3373,1,2016
12179,204.20,834,3373,1,2016
12635,204.33,675,3373,1,2016
10689,204.69,1151,3373,1,2016
0531,204.89,562,3373,1,2016
0522,205.90,278,3373,1,2016
9822,206.30,1156,3373,1,2016
12257,207.26,742,3373,1,2016
12391,207.32,401,3373,1,2016
0520,207.76,489,3373,1,2016
11870,208.45,554,3373,1,2016
11228,208.50,984,3373,1,2016
7150,208.69,731,3373,1,2016
0502,208.70,381,3373,1,2016
7422,209.20,650,3373,1,2016
12678,209.73,680,3373,1,2016
9196,209.95,1187,3373,1,2016
12161,211.50,1008,3373,1,2016
12675,212.41,438,3373,1,2016
7859,213.51,372,3373,1,2016
12639,214.03,719,3373,1,2016
9299,214.38,297,3373,1,2016
8851,214.84,231,3373,1,2016
11760,214.84,627,3373,1,2016
11076,215.69,853,3373,1,2016
0521,217.57,227,3373,1,2016
12206,218.16,493,3373,1,2016
12204,218.65,351,3373,1,2016
0525,218.78,310,3373,1,2016
9308,218.91,830,3373,1,2016
10262,219.49,485,3373,1,2016
12264,219.79,620,3373,1,2016
0530,220.18,186,3373,1,2016
10973,220.75,551,3373,1,2016
10725,220.90,490,3373,1,2016
10297,222.96,435,3373,1,2016
12656,223.24,427,3373,1,2016
9307,224.02,253,3373,1,2016
12417,224.87,270,3373,1,2016
9467,225.40,687,3373,1,2016
12195,226.04,328,3373,1,2016
12381,227.60,388,3373,1,2016
9429,227.76,293,3373,1,2016
12319,227.79,511,3373,1,2016
12110,228.18,567,3373,1,2016
9843,230.69,712,3373,1,2016
8243,230.86,437,3373,1,2016
11177,231.20,376,3373,1,2016
11387,233.38,223,3373,1,2016
10812,233.95,553,3373,1,2016
11175,234.07,647,3373,1,2016
12185,234.16,454,3373,1,2016
11850,234.44,237,3373,1,2016
12726,237.17,266,3373,1,2016
11180,237.34,422,3373,1,2016
11834,238.35,418,3373,1,2016
11681,241.82,200,3373,1,2016
11661,242.24,210,3373,1,2016
11432,243.44,475,3373,1,2016
11672,243.62,354,3373,1,2016
12471,245.13,437,3373,1,2016
12846,246.03,363,3373,1,2016
12208,246.97,358,3373,1,2016
11409,247.35,299,3373,1,2016
12390,248.87,351,3373,1,2016
11696,249.14,421,3373,1,2016
10714,250.10,288,3373,1,2016
12663,251.54,213,3373,1,2016
12773,252.86,311,3373,1,2016
12845,253.75,291,3373,1,2016
9269,254.76,270,3373,1,2016
9176,255.11,338,3373,1,2016
11682,257.06,318,3373,1,2016
12785,258.85,226,3373,1,2016
12809,259.55,207,3373,1,2016
12673,260.80,235,3373,1,2016
12681,261.03,240,3373,1,2016
12614,261.10,218,3373,1,2016
11652,261.33,362,3373,1,2016
12633,263.07,212,3373,1,2016
12871,263.45,189,3373,1,2016
9452,264.11,225,3373,1,2016
12615,264.44,248,3373,1,2016
12164,264.64,207,3373,1,2016
11786,265.58,205,3373,1,2016
12777,266.00,225,3373,1,2016
12672,266.92,246,3373,1,2016
10735,269.36,177,3373,1,2016
11521,269.36,209,3373,1,2016
11754,269.41,244,3373,1,2016
12182,269.62,201,3373,1,2016
10318,271.31,225,3373,1,2016
11758,273.66,244,3373,1,2016
11890,275.28,176,3373,1,2016
12183,278.72,219,3373,1,2016
11225,278.88,188,3373,1,2016
12637,279.35,179,3373,1,2016
12212,281.55,191,3373,1,2016
11218,283.29,173,3373,1,2016
12680,283.86,190,3373,1,2016
11466,285.00,199,3373,1,2016
