plyrId,avgPick,draftCnt,totDrafts,pprFlg,year
9448,2.83,821,848,0,2014
9054,3.76,822,848,0,2014
8658,4.11,819,848,0,2014
9122,7.13,825,848,0,2014
3291,7.17,806,848,0,2014
8657,7.46,825,848,0,2014
11201,8.12,816,848,0,2014
9884,10.59,819,848,0,2014
7836,11.52,800,848,0,2014
9925,11.87,823,848,0,2014
8670,11.91,824,848,0,2014
4925,12.37,805,848,0,2014
9823,15.11,824,848,0,2014
10261,15.16,823,848,0,2014
11174,16.73,823,848,0,2014
10302,18.10,826,848,0,2014
10271,18.53,826,848,0,2014
8360,19.41,826,848,0,2014
11193,21.61,817,848,0,2014
9690,23.88,830,848,0,2014
9118,23.98,825,848,0,2014
10709,24.05,833,848,0,2014
10722,27.08,827,848,0,2014
9988,27.65,826,848,0,2014
11192,28.05,823,848,0,2014
10870,29.24,826,848,0,2014
10372,30.51,829,848,0,2014
10308,31.30,829,848,0,2014
10695,31.43,807,848,0,2014
9431,31.89,806,848,0,2014
11189,31.93,830,848,0,2014
9902,32.77,831,848,0,2014
11175,34.66,834,848,0,2014
11222,37.38,834,848,0,2014
8243,38.08,833,848,0,2014
7873,43.80,835,848,0,2014
7393,43.87,836,848,0,2014
9822,43.92,831,848,0,2014
6931,45.38,841,848,0,2014
10080,45.70,837,848,0,2014
9250,46.84,833,848,0,2014
9851,47.89,828,848,0,2014
11225,48.80,833,848,0,2014
10272,49.03,75,848,0,2014
5848,49.29,812,848,0,2014
10699,49.43,817,848,0,2014
7839,50.24,834,848,0,2014
9427,53.10,830,848,0,2014
9880,53.12,835,848,0,2014
7877,53.54,831,848,0,2014
9441,53.62,833,848,0,2014
10303,55.84,828,848,0,2014
9075,56.16,828,848,0,2014
9680,57.06,831,848,0,2014
8247,57.33,831,848,0,2014
10721,59.05,831,848,0,2014
10773,59.31,78,848,0,2014
10768,60.18,76,848,0,2014
9094,60.55,834,848,0,2014
10269,60.58,76,848,0,2014
10729,60.93,833,848,0,2014
9907,60.98,828,848,0,2014
9099,61.26,817,848,0,2014
9078,62.26,829,848,0,2014
10273,63.59,809,848,0,2014
10352,64.68,818,848,0,2014
11653,64.70,840,848,0,2014
10289,67.63,826,848,0,2014
10706,67.63,825,848,0,2014
7653,67.74,827,848,0,2014
9662,69.49,837,848,0,2014
9918,70.55,834,848,0,2014
10048,70.59,822,848,0,2014
10772,70.64,76,848,0,2014
9436,71.45,830,848,0,2014
0515,73.25,749,848,0,2014
6997,74.67,815,848,0,2014
8493,77.35,830,848,0,2014
10297,77.97,814,848,0,2014
10753,78.99,73,848,0,2014
8669,80.20,75,848,0,2014
10703,80.22,810,848,0,2014
8252,80.34,814,848,0,2014
9525,81.62,819,848,0,2014
11670,84.15,825,848,0,2014
10775,84.81,72,848,0,2014
8301,85.36,821,848,0,2014
9881,86.23,817,848,0,2014
10696,86.52,807,848,0,2014
7260,87.81,814,848,0,2014
8675,88.05,74,848,0,2014
10312,90.33,794,848,0,2014
10720,90.58,805,848,0,2014
