plyrId,avgPick,draftCnt,totDrafts,pprFlg,year
8359,106.09,678,725,0,2015
9087,106.36,709,725,0,2015
9517,107.97,38,725,0,2015
11247,110.81,646,725,0,2015
10721,111.88,674,725,0,2015
9881,112.34,688,725,0,2015
11650,113.39,684,725,0,2015
11660,114.92,680,725,0,2015
11653,115.35,682,725,0,2015
0528,115.99,661,725,0,2015
9840,116.21,38,725,0,2015
10753,116.34,38,725,0,2015
11640,118.63,699,725,0,2015
8339,119.17,654,725,0,2015
10303,119.22,674,725,0,2015
8493,119.41,691,725,0,2015
12177,119.70,156,725,0,2015
10742,120.18,643,725,0,2015
8669,121.32,37,725,0,2015
6982,121.38,673,725,0,2015
8416,121.96,603,725,0,2015
11211,122.44,657,725,0,2015
9843,122.90,620,725,0,2015
2842,123.90,677,725,0,2015
12205,124.67,645,725,0,2015
12157,124.98,649,725,0,2015
11250,128.80,599,725,0,2015
0518,129.32,641,725,0,2015
10720,129.33,623,725,0,2015
7236,130.50,624,725,0,2015
9064,130.66,666,725,0,2015
12176,130.83,578,725,0,2015
0511,132.87,636,725,0,2015
7942,133.48,644,725,0,2015
9319,133.93,678,725,0,2015
11229,135.69,588,725,0,2015
11194,136.15,608,725,0,2015
9693,136.40,627,725,0,2015
12158,136.92,476,725,0,2015
10297,136.98,621,725,0,2015
0503,137.06,643,725,0,2015
8742,137.40,673,725,0,2015
0519,137.71,640,725,0,2015
10312,137.71,567,725,0,2015
6929,138.07,653,725,0,2015
9250,138.33,604,725,0,2015
12197,140.49,515,725,0,2015
9120,140.78,568,725,0,2015
10976,142.29,672,725,0,2015
0505,142.78,614,725,0,2015
10735,143.51,557,725,0,2015
11529,144.19,518,725,0,2015
8268,145.84,569,725,0,2015
12171,146.16,476,725,0,2015
9269,147.42,521,725,0,2015
10812,147.65,491,725,0,2015
10506,148.00,676,725,0,2015
11966,148.41,668,725,0,2015
12140,148.59,515,725,0,2015
10313,149.13,543,725,0,2015
8243,149.17,574,725,0,2015
10743,150.06,499,725,0,2015
0523,150.09,599,725,0,2015
8252,150.42,538,725,0,2015
12180,151.09,404,725,0,2015
11656,151.29,443,725,0,2015
8247,151.54,525,725,0,2015
12141,153.06,476,725,0,2015
11227,153.35,435,725,0,2015
11658,153.76,463,725,0,2015
12162,154.47,392,725,0,2015
11644,155.46,436,725,0,2015
0504,155.57,542,725,0,2015
11697,156.65,373,725,0,2015
9441,156.77,448,725,0,2015
0527,157.55,548,725,0,2015
9427,157.63,430,725,0,2015
8776,158.52,124,725,0,2015
0531,158.80,513,725,0,2015
11332,158.93,284,725,0,2015
11677,158.95,245,725,0,2015
11758,159.26,296,725,0,2015
11785,160.49,388,725,0,2015
12154,160.57,171,725,0,2015
10527,160.62,416,725,0,2015
12187,160.96,277,725,0,2015
11947,161.23,521,725,0,2015
0512,161.71,474,725,0,2015
7813,162.10,324,725,0,2015
11695,162.29,248,725,0,2015
10725,162.35,325,725,0,2015
6789,162.88,642,725,0,2015
12188,163.24,273,725,0,2015
11179,163.69,163,725,0,2015
10738,163.92,316,725,0,2015
7842,164.12,371,725,0,2015
10699,164.22,333,725,0,2015
11210,164.27,301,725,0,2015
4923,164.73,213,725,0,2015
11642,164.90,217,725,0,2015
11761,164.96,228,725,0,2015
10355,165.28,294,725,0,2015
8930,165.67,600,725,0,2015
11754,166.02,222,725,0,2015
11174,166.33,279,725,0,2015
8934,167.85,369,725,0,2015
11521,167.95,313,725,0,2015
10409,168.20,312,725,0,2015
12161,168.36,231,725,0,2015
11225,170.03,163,725,0,2015
0522,170.11,363,725,0,2015
0524,171.21,382,725,0,2015
12261,171.43,226,725,0,2015
11746,171.48,206,725,0,2015
10744,171.56,179,725,0,2015
9307,171.99,296,725,0,2015
9987,172.60,297,725,0,2015
11248,173.01,216,725,0,2015
12206,173.20,132,725,0,2015
12179,173.65,100,725,0,2015
0510,174.38,278,725,0,2015
10413,174.73,162,725,0,2015
9299,174.77,400,725,0,2015
9078,175.08,179,725,0,2015
7527,175.37,229,725,0,2015
5666,175.38,365,725,0,2015
10872,176.44,419,725,0,2015
0506,176.62,294,725,0,2015
12159,177.16,104,725,0,2015
10700,177.21,130,725,0,2015
1600,177.52,200,725,0,2015
0516,177.78,250,725,0,2015
11870,179.86,154,725,0,2015
0502,180.11,257,725,0,2015
9467,180.14,172,725,0,2015
11925,180.46,149,725,0,2015
10881,180.58,158,725,0,2015
12156,180.84,128,725,0,2015
0530,181.40,212,725,0,2015
12417,181.69,52,725,0,2015
11076,182.53,38,725,0,2015
11865,182.54,46,725,0,2015
7422,182.68,104,725,0,2015
0507,182.93,201,725,0,2015
8062,182.99,76,725,0,2015
0529,183.21,52,725,0,2015
9360,183.80,115,725,0,2015
8153,184.63,185,725,0,2015
8144,184.65,213,725,0,2015
9308,184.73,131,725,0,2015
3494,184.77,217,725,0,2015
8160,185.90,50,725,0,2015
11213,185.95,116,725,0,2015
11960,186.03,254,725,0,2015
10868,186.10,255,725,0,2015
11387,186.32,97,725,0,2015
8667,186.41,172,725,0,2015
0521,186.48,61,725,0,2015
10998,186.68,65,725,0,2015
0525,187.37,94,725,0,2015
7150,187.42,186,725,0,2015
11945,187.60,65,725,0,2015
9474,188.09,89,725,0,2015
0526,188.10,63,725,0,2015
0509,188.16,55,725,0,2015
10973,188.30,106,725,0,2015
8735,188.60,53,725,0,2015
0517,188.88,107,725,0,2015
10862,189.21,183,725,0,2015
8851,189.63,139,725,0,2015
11466,190.09,140,725,0,2015
11747,190.25,103,725,0,2015
12163,190.54,78,725,0,2015
10710,190.68,79,725,0,2015
9545,191.26,42,725,0,2015
7859,192.09,85,725,0,2015
10723,192.10,100,725,0,2015
11384,192.15,149,725,0,2015
11809,192.36,117,725,0,2015
10696,192.48,92,725,0,2015
0513,192.81,43,725,0,2015
11941,193.82,92,725,0,2015
9694,193.90,87,725,0,2015
11672,194.25,51,725,0,2015
10362,194.31,111,725,0,2015
12264,195.63,60,725,0,2015
12185,196.16,61,725,0,2015
0514,197.07,59,725,0,2015
9714,197.07,54,725,0,2015
10961,198.16,75,725,0,2015
12257,198.28,53,725,0,2015
9094,198.32,95,725,0,2015
10334,198.45,55,725,0,2015
11223,200.14,43,725,0,2015
10432,200.78,68,725,0,2015
11188,201.50,52,725,0,2015
8293,203.77,43,725,0,2015
10307,204.72,43,725,0,2015
10714,205.35,52,725,0,2015
12160,205.58,59,725,0,2015
12178,205.82,55,725,0,2015
12182,206.07,44,725,0,2015
11886,208.30,46,725,0,2015
9429,210.03,58,725,0,2015
11641,210.16,70,725,0,2015
10731,212.24,38,725,0,2015
12164,212.77,44,725,0,2015
12210,214.07,44,725,0,2015
11696,215.66,38,725,0,2015
11684,217.79,43,725,0,2015
11228,218.78,40,725,0,2015
11212,220.59,37,725,0,2015
11760,221.58,52,725,0,2015
